trade_id,symbol,direction,signal_source,entry_timestamp,exit_timestamp,entry_price,exit_price,quantity,commission,realised_pnl,realised_return,holding_duration_days,holding_duration_bucket,mfe,mae,mfe_pct,mae_pct,vol_regime,trend_regime,entry_vol,exit_vol
56,XYZ,SHORT,VWAP_Reversion,2020-10-22,2020-11-02,352.0279247804148,363.6364407652098,2000.0,15.0,-23232.03,-0.032997,11.0,5-20d,1761.58,31020.53,0.0025,0.0441,NORMAL,RANGE_BOUND,0.205837,0.21548
57,XYZ,SHORT,VWAP_Reversion,2020-11-06,2020-11-11,370.65325932096437,395.7930763361187,1000.0,10.0,-25149.82,-0.067853,5.0,1-5d,0.0,25139.82,0.0,0.0678,NORMAL,DOWNTREND,0.219155,0.184575
58,XYZ,SHORT,ZScore,2020-11-21,2020-11-23,402.9063972069012,408.6209216419392,1000.0,10.0,-5724.52,-0.014208,2.0,1-5d,0.0,5714.52,0.0,0.0142,HIGH,RANGE_BOUND,0.302199,0.288536
59,XYZ,SHORT,Volume_Exhaustion,2020-12-06,2020-12-30,406.73848972722686,390.9654476395778,2000.0,15.0,31531.08,0.038761,24.0,20+d,31546.08,16147.79,0.0388,0.0199,NORMAL,RANGE_BOUND,0.228908,0.193936
60,XYZ,LONG,Composite,2021-01-01,2021-01-05,389.60974868559646,395.4223842327362,1000.0,10.0,5802.64,0.014893,4.0,1-5d,5812.64,1952.0,0.0149,0.005,NORMAL,RANGE_BOUND,0.202186,0.197827
61,XYZ,LONG,Volume_Exhaustion,2021-01-07,2021-01-20,403.39787012054876,471.89036260201806,1000.0,10.0,68482.49,0.169764,13.0,5-20d,68492.49,0.0,0.1698,0.0,NORMAL,DOWNTREND,0.204408,0.173453
62,XYZ,SHORT,Composite,2021-02-04,2021-02-08,486.7023273604085,498.7289243682679,1000.0,10.0,-12036.6,-0.024731,4.0,1-5d,5537.37,12026.6,0.0114,0.0247,HIGH,UPTREND,0.307647,0.287026
63,XYZ,LONG,Volume_Exhaustion,2021-02-13,2021-03-05,489.0789831532737,418.2809033566226,2000.0,15.0,-141611.16,-0.144773,20.0,5-20d,26286.75,141596.16,0.0269,0.1448,HIGH,UPTREND,0.278124,0.218778
64,XYZ,LONG,Composite,2021-03-06,2021-03-12,423.3599219036312,452.3957683266227,1000.0,10.0,29025.85,0.068561,6.0,5-20d,29035.85,3589.93,0.0686,0.0085,NORMAL,RANGE_BOUND,0.230744,0.314648
65,XYZ,LONG,VWAP_Reversion,2021-03-21,2021-04-13,463.8976687035387,473.2727131270907,2000.0,15.0,18735.09,0.020193,23.0,20+d,49515.51,60311.42,0.0534,0.065,HIGH,RANGE_BOUND,0.320543,0.237984
66,XYZ,LONG,Volume_Exhaustion,2021-04-20,2021-04-21,460.45328105012385,442.77362090644294,1000.0,10.0,-17689.66,-0.038418,1.0,0-1d,0.0,17679.66,0.0,0.0384,NORMAL,UPTREND,0.212123,0.246717
67,XYZ,LONG,Volume_Exhaustion,2021-05-05,2021-05-06,461.7870039840585,463.8693682751567,1000.0,10.0,2072.36,0.004488,1.0,0-1d,2082.36,0.0,0.0045,0.0,NORMAL,UPTREND,0.228102,0.2205
68,XYZ,SHORT,Volume_Exhaustion,2021-05-11,2021-06-05,473.82123621967656,478.09614114495514,2000.0,15.0,-8564.81,-0.009038,25.0,20+d,14302.59,62937.41,0.0151,0.0664,NORMAL,UPTREND,0.217255,0.254652
