,long_exposure,short_exposure,gross_exposure,net_exposure
2018-05-11,0.0,0.053012850292044736,0.053012850292044736,-0.053012850292044736
2018-05-14,0.0,0.0,0.0,0.0
2018-05-15,0.05314029502709104,0.0,0.05314029502709104,0.05314029502709104
2018-05-16,0.052782370119625444,0.0,0.052782370119625444,0.052782370119625444
2018-05-17,0.052523814723385305,0.0,0.052523814723385305,0.052523814723385305
2018-05-18,0.05268322354194713,0.0,0.05268322354194713,0.05268322354194713
2018-05-21,0.052452486017171084,0.0,0.052452486017171084,0.052452486017171084
2018-05-22,0.05237952412831082,0.0,0.05237952412831082,0.05237952412831082
2018-05-23,0.05280780829675297,0.0,0.05280780829675297,0.05280780829675297
2018-05-24,0.05274094350477366,0.0,0.05274094350477366,0.05274094350477366
2018-05-25,0.05300259658430974,0.0,0.05300259658430974,0.05300259658430974
2018-05-28,0.05276209966074499,0.0,0.05276209966074499,0.05276209966074499
2018-05-29,0.05274048198150862,0.0,0.05274048198150862,0.05274048198150862
2018-05-30,0.05249621248244815,0.0,0.05249621248244815,0.05249621248244815
2018-05-31,0.05243485690176665,0.0,0.05243485690176665,0.05243485690176665
2018-06-01,0.05272587180896432,0.0,0.05272587180896432,0.05272587180896432
2018-06-04,0.052250231796221305,0.0,0.052250231796221305,0.052250231796221305
2018-06-05,0.05241918177575086,0.0,0.05241918177575086,0.05241918177575086
2018-06-06,0.05252988114797879,0.0,0.05252988114797879,0.05252988114797879
2018-06-07,0.05239244085590959,0.0,0.05239244085590959,0.05239244085590959
2018-06-08,0.05200277590775304,0.0,0.05200277590775304,0.05200277590775304
2018-06-11,0.052063583526369535,0.0,0.052063583526369535,0.052063583526369535
2018-06-12,0.05194639850829307,0.0,0.05194639850829307,0.05194639850829307
2018-06-13,0.05205465634811203,0.0,0.05205465634811203,0.05205465634811203
2018-06-14,0.052100621252140475,0.0,0.052100621252140475,0.052100621252140475
2018-06-15,0.0,0.0,0.0,0.0
2018-06-18,0.0,0.0,0.0,0.0
2018-06-19,0.0,0.0,0.0,0.0
2018-06-20,0.0,0.0,0.0,0.0
2018-06-21,0.0,0.0,0.0,0.0
2018-06-22,0.0,0.04799299762031904,0.04799299762031904,-0.04799299762031904
2018-06-25,0.0,0.04828618558838546,0.04828618558838546,-0.04828618558838546
2018-06-26,0.0,0.0484353041893364,0.0484353041893364,-0.0484353041893364
2018-06-27,0.0,0.04892434524164245,0.04892434524164245,-0.04892434524164245
2018-06-28,0.0,0.048600497199825204,0.048600497199825204,-0.048600497199825204
2018-06-29,0.0,0.04844590497110341,0.04844590497110341,-0.04844590497110341
2018-07-02,0.0,0.04820478820866534,0.04820478820866534,-0.04820478820866534
2018-07-03,0.0,0.048127097552434606,0.048127097552434606,-0.048127097552434606
2018-07-04,0.0,0.0,0.0,0.0
2018-07-05,0.0,0.0,0.0,0.0
2018-07-06,0.0,0.0,0.0,0.0
2018-07-09,0.0,0.0,0.0,0.0
2018-07-10,0.0,0.0,0.0,0.0
2018-07-11,0.0,0.0,0.0,0.0
2018-07-12,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0,0.0
2018-07-16,0.0,0.05321599930783985,0.05321599930783985,-0.05321599930783985
2018-07-17,0.0,0.05340053377614485,0.05340053377614485,-0.05340053377614485
2018-07-18,0.0,0.053112373469242406,0.053112373469242406,-0.053112373469242406
2018-07-19,0.0,0.05244603370048287,0.05244603370048287,-0.05244603370048287
2018-07-20,0.0,0.05257902833405604,0.05257902833405604,-0.05257902833405604
2018-07-23,0.0,0.05235386442064366,0.05235386442064366,-0.05235386442064366
2018-07-24,0.0,0.05226072320167554,0.05226072320167554,-0.05226072320167554
2018-07-25,0.0,0.0,0.0,0.0
2018-07-26,0.0,0.0,0.0,0.0
2018-07-27,0.0,0.0,0.0,0.0
2018-07-30,0.0,0.0,0.0,0.0
2018-07-31,0.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,0.0
2018-08-02,0.0,0.0,0.0,0.0
2018-08-03,0.0,0.0,0.0,0.0
2018-08-06,0.0,0.0,0.0,0.0
2018-08-07,0.0,0.0,0.0,0.0
2018-08-08,0.0,0.0,0.0,0.0
2018-08-09,0.0,0.0,0.0,0.0
2018-08-10,0.0,0.0,0.0,0.0
2018-08-13,0.0,0.0,0.0,0.0
2018-08-14,0.0,0.0,0.0,0.0
2018-08-15,0.0,0.0,0.0,0.0
2018-08-16,0.0,0.0,0.0,0.0
2018-08-17,0.0,0.0,0.0,0.0
2018-08-20,0.0,0.0,0.0,0.0
2018-08-21,0.0,0.0,0.0,0.0
2018-08-22,0.0,0.0,0.0,0.0
2018-08-23,0.0,0.032217656453817446,0.032217656453817446,-0.032217656453817446
2018-08-24,0.0,0.032213006751501294,0.032213006751501294,-0.032213006751501294
2018-08-27,0.0,0.03223148046819204,0.03223148046819204,-0.03223148046819204
2018-08-28,0.0,0.03212755979129231,0.03212755979129231,-0.03212755979129231
2018-08-29,0.0,0.03224305094369388,0.03224305094369388,-0.03224305094369388
2018-08-30,0.0,0.03217888462865329,0.03217888462865329,-0.03217888462865329
2018-08-31,0.0,0.0,0.0,0.0
2018-09-03,0.0,0.0,0.0,0.0
2018-09-04,0.0,0.0,0.0,0.0
2018-09-05,0.0,0.0,0.0,0.0
2018-09-06,0.0,0.0,0.0,0.0
2018-09-07,0.0,0.0,0.0,0.0
2018-09-10,0.0,0.0,0.0,0.0
2018-09-11,0.0,0.04236631493367181,0.04236631493367181,-0.04236631493367181
2018-09-12,0.0,0.04245988046247268,0.04245988046247268,-0.04245988046247268
2018-09-13,0.0,0.04238622465867952,0.04238622465867952,-0.04238622465867952
2018-09-14,0.0,0.04271617415576378,0.04271617415576378,-0.04271617415576378
2018-09-17,0.0,0.04286666518429508,0.04286666518429508,-0.04286666518429508
2018-09-18,0.0,0.04331680058940104,0.04331680058940104,-0.04331680058940104
2018-09-19,0.0,0.043402729400808145,0.043402729400808145,-0.043402729400808145
2018-09-20,0.0,0.043107298993287226,0.043107298993287226,-0.043107298993287226
2018-09-21,0.0,0.042775488013254745,0.042775488013254745,-0.042775488013254745
2018-09-24,0.0,0.04325579868554043,0.04325579868554043,-0.04325579868554043
2018-09-25,0.0,0.043761658648120864,0.043761658648120864,-0.043761658648120864
2018-09-26,0.0,0.0437490028322662,0.0437490028322662,-0.0437490028322662
2018-09-27,0.0,0.043680604137065766,0.043680604137065766,-0.043680604137065766
2018-09-28,0.0,0.04411910406765356,0.04411910406765356,-0.04411910406765356
2018-10-01,0.0,0.04385082978794775,0.04385082978794775,-0.04385082978794775
2018-10-02,0.0,0.043642237448587,0.043642237448587,-0.043642237448587
2018-10-03,0.0,0.043855022808446775,0.043855022808446775,-0.043855022808446775
2018-10-04,0.0,0.043783320505953974,0.043783320505953974,-0.043783320505953974
2018-10-05,0.0,0.043818491031261744,0.043818491031261744,-0.043818491031261744
2018-10-08,0.0,0.043810228835669825,0.043810228835669825,-0.043810228835669825
2018-10-09,0.0,0.04393963405721926,0.04393963405721926,-0.04393963405721926
2018-10-10,0.0,0.044365840436838055,0.044365840436838055,-0.044365840436838055
2018-10-11,0.0,0.044428136380752374,0.044428136380752374,-0.044428136380752374
2018-10-12,0.0,0.044645088699451135,0.044645088699451135,-0.044645088699451135
2018-10-15,0.0,0.04411204525466612,0.04411204525466612,-0.04411204525466612
2018-10-16,0.0,0.0441354348406303,0.0441354348406303,-0.0441354348406303
2018-10-17,0.0,0.04393960234842513,0.04393960234842513,-0.04393960234842513
2018-10-18,0.0,0.0,0.0,0.0
2018-10-19,0.0,0.0,0.0,0.0
2018-10-22,0.03025868256933471,0.0,0.03025868256933471,0.03025868256933471
2018-10-23,0.030443956819498998,0.0,0.030443956819498998,0.030443956819498998
2018-10-24,0.030233371469972115,0.0,0.030233371469972115,0.030233371469972115
2018-10-25,0.03026222882211104,0.0,0.03026222882211104,0.03026222882211104
2018-10-26,0.030200515153160568,0.0,0.030200515153160568,0.030200515153160568
2018-10-29,0.03016638239980654,0.0,0.03016638239980654,0.03016638239980654
2018-10-30,0.030366449801399138,0.0,0.030366449801399138,0.030366449801399138
2018-10-31,0.030485296649087276,0.0,0.030485296649087276,0.030485296649087276
2018-11-01,0.0,0.0,0.0,0.0
2018-11-02,0.0,0.0,0.0,0.0
2018-11-05,0.0,0.0,0.0,0.0
2018-11-06,0.0,0.0,0.0,0.0
2018-11-07,0.0,0.0,0.0,0.0
2018-11-08,0.0,0.0,0.0,0.0
2018-11-09,0.0,0.0,0.0,0.0
2018-11-12,0.0,0.0,0.0,0.0
2018-11-13,0.0,0.0,0.0,0.0
2018-11-14,0.0,0.0488486130008258,0.0488486130008258,-0.0488486130008258
2018-11-15,0.0,0.049470669678401566,0.049470669678401566,-0.049470669678401566
2018-11-16,0.0,0.04924694321998023,0.04924694321998023,-0.04924694321998023
2018-11-19,0.0,0.04919920683017274,0.04919920683017274,-0.04919920683017274
2018-11-20,0.0,0.0487890473115184,0.0487890473115184,-0.0487890473115184
2018-11-21,0.0,0.04864883728570053,0.04864883728570053,-0.04864883728570053
2018-11-22,0.0,0.048786457593657996,0.048786457593657996,-0.048786457593657996
2018-11-23,0.0,0.04919940596170244,0.04919940596170244,-0.04919940596170244
2018-11-26,0.0,0.04901525187185068,0.04901525187185068,-0.04901525187185068
2018-11-27,0.0,0.04885485296503044,0.04885485296503044,-0.04885485296503044
2018-11-28,0.0,0.0,0.0,0.0
2018-11-29,0.0,0.0,0.0,0.0
2018-11-30,0.0,0.0,0.0,0.0
2018-12-03,0.0,0.0,0.0,0.0
2018-12-04,0.026643565933787482,0.0,0.026643565933787482,0.026643565933787482
2018-12-05,0.026649646104430116,0.0,0.026649646104430116,0.026649646104430116
2018-12-06,0.02639799366898317,0.0,0.02639799366898317,0.02639799366898317
2018-12-07,0.026193103776654833,0.0,0.026193103776654833,0.026193103776654833
2018-12-10,0.026541610249978823,0.0,0.026541610249978823,0.026541610249978823
2018-12-11,0.026363285313096736,0.0,0.026363285313096736,0.026363285313096736
2018-12-12,0.02621531000455909,0.0,0.02621531000455909,0.02621531000455909
2018-12-13,0.026518785758132865,0.0,0.026518785758132865,0.026518785758132865
2018-12-14,0.0,0.0,0.0,0.0
2018-12-17,0.0,0.0,0.0,0.0
2018-12-18,0.0,0.0,0.0,0.0
2018-12-19,0.0,0.0,0.0,0.0
2018-12-20,0.0,0.0,0.0,0.0
2018-12-21,0.0,0.0,0.0,0.0
2018-12-24,0.0,0.0,0.0,0.0
2018-12-25,0.0,0.0,0.0,0.0
2018-12-26,0.0,0.02710110338254106,0.02710110338254106,-0.02710110338254106
2018-12-27,0.0,0.027060579849316656,0.027060579849316656,-0.027060579849316656
2018-12-28,0.0,0.027060498199952793,0.027060498199952793,-0.027060498199952793
2018-12-31,0.0,0.02685427010842078,0.02685427010842078,-0.02685427010842078
2019-01-01,0.0,0.026836929744473464,0.026836929744473464,-0.026836929744473464
2019-01-02,0.0,0.026814939433926488,0.026814939433926488,-0.026814939433926488
2019-01-03,0.0,0.02687539180273438,0.02687539180273438,-0.02687539180273438
2019-01-04,0.0,0.026805608623360032,0.026805608623360032,-0.026805608623360032
2019-01-07,0.0,0.026905691361154328,0.026905691361154328,-0.026905691361154328
2019-01-08,0.0,0.027096370801682448,0.027096370801682448,-0.027096370801682448
2019-01-09,0.0,0.027144633465892687,0.027144633465892687,-0.027144633465892687
2019-01-10,0.0,0.027225908181007116,0.027225908181007116,-0.027225908181007116
2019-01-11,0.0,0.027257220000234686,0.027257220000234686,-0.027257220000234686
2019-01-14,0.0,0.02727964378246723,0.02727964378246723,-0.02727964378246723
2019-01-15,0.0,0.027180921773601555,0.027180921773601555,-0.027180921773601555
2019-01-16,0.0,0.027256383472517923,0.027256383472517923,-0.027256383472517923
2019-01-17,0.0,0.027262439861889688,0.027262439861889688,-0.027262439861889688
2019-01-18,0.0,0.027639216322032305,0.027639216322032305,-0.027639216322032305
2019-01-21,0.0,0.02793164564579128,0.02793164564579128,-0.02793164564579128
2019-01-22,0.0,0.028021232507622264,0.028021232507622264,-0.028021232507622264
2019-01-23,0.0,0.027912608795814847,0.027912608795814847,-0.027912608795814847
2019-01-24,0.0,0.027744581735867985,0.027744581735867985,-0.027744581735867985
2019-01-25,0.0,0.02797213430471216,0.02797213430471216,-0.02797213430471216
2019-01-28,0.0,0.028040555234705777,0.028040555234705777,-0.028040555234705777
2019-01-29,0.0,0.028146869281413595,0.028146869281413595,-0.028146869281413595
2019-01-30,0.0,0.02786852328709413,0.02786852328709413,-0.02786852328709413
2019-01-31,0.0,0.02805145324115271,0.02805145324115271,-0.02805145324115271
2019-02-01,0.0,0.028153341902775793,0.028153341902775793,-0.028153341902775793
2019-02-04,0.0,0.02798416812597773,0.02798416812597773,-0.02798416812597773
2019-02-05,0.0,0.027925857520932844,0.027925857520932844,-0.027925857520932844
2019-02-06,0.0,0.02799432931213294,0.02799432931213294,-0.02799432931213294
2019-02-07,0.0,0.028026429953796183,0.028026429953796183,-0.028026429953796183
2019-02-08,0.0,0.027998985234545984,0.027998985234545984,-0.027998985234545984
2019-02-11,0.0,0.028004139892161516,0.028004139892161516,-0.028004139892161516
2019-02-12,0.0,0.02798365417972199,0.02798365417972199,-0.02798365417972199
2019-02-13,0.0,0.02803304464720335,0.02803304464720335,-0.02803304464720335
2019-02-14,0.0,0.028311956356156978,0.028311956356156978,-0.028311956356156978
2019-02-15,0.0,0.0,0.0,0.0
2019-02-18,0.0,0.0,0.0,0.0
2019-02-19,0.0,0.0,0.0,0.0
2019-02-20,0.0,0.0,0.0,0.0
2019-02-21,0.0,0.0,0.0,0.0
2019-02-22,0.041239244010727635,0.0,0.041239244010727635,0.041239244010727635
2019-02-25,0.041348824777447044,0.0,0.041348824777447044,0.041348824777447044
2019-02-26,0.0,0.0,0.0,0.0
2019-02-27,0.0,0.0,0.0,0.0
2019-02-28,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0
2019-03-04,0.0,0.0,0.0,0.0
2019-03-05,0.0,0.0,0.0,0.0
2019-03-06,0.0,0.0,0.0,0.0
2019-03-07,0.0,0.0,0.0,0.0
2019-03-08,0.0,0.0,0.0,0.0
2019-03-11,0.0,0.047233344471799873,0.047233344471799873,-0.047233344471799873
2019-03-12,0.0,0.047624034703343934,0.047624034703343934,-0.047624034703343934
2019-03-13,0.0,0.047795712793053134,0.047795712793053134,-0.047795712793053134
2019-03-14,0.0,0.048363291900467106,0.048363291900467106,-0.048363291900467106
2019-03-15,0.0,0.04853772982227147,0.04853772982227147,-0.04853772982227147
2019-03-18,0.0,0.048832211635877386,0.048832211635877386,-0.048832211635877386
2019-03-19,0.0,0.04878207554218182,0.04878207554218182,-0.04878207554218182
2019-03-20,0.0,0.04884347296503661,0.04884347296503661,-0.04884347296503661
2019-03-21,0.0,0.04867040732985186,0.04867040732985186,-0.04867040732985186
2019-03-22,0.0,0.04901555883614059,0.04901555883614059,-0.04901555883614059
2019-03-25,0.0,0.048694283572005524,0.048694283572005524,-0.048694283572005524
2019-03-26,0.0,0.048975689797891686,0.048975689797891686,-0.048975689797891686
2019-03-27,0.0,0.048958025182589425,0.048958025182589425,-0.048958025182589425
2019-03-28,0.0,0.049361737546090405,0.049361737546090405,-0.049361737546090405
2019-03-29,0.0,0.04963734130367679,0.04963734130367679,-0.04963734130367679
2019-04-01,0.0,0.05025212398716187,0.05025212398716187,-0.05025212398716187
2019-04-02,0.0,0.05052653848847538,0.05052653848847538,-0.05052653848847538
2019-04-03,0.0,0.05007051367502245,0.05007051367502245,-0.05007051367502245
2019-04-04,0.0,0.0500914589086793,0.0500914589086793,-0.0500914589086793
2019-04-05,0.0,0.04976477062548397,0.04976477062548397,-0.04976477062548397
2019-04-08,0.0,0.04964426305382992,0.04964426305382992,-0.04964426305382992
2019-04-09,0.0,0.05016123970270775,0.05016123970270775,-0.05016123970270775
2019-04-10,0.0,0.050405504438744274,0.050405504438744274,-0.050405504438744274
2019-04-11,0.0,0.050226162227487735,0.050226162227487735,-0.050226162227487735
2019-04-12,0.0,0.04994833500369107,0.04994833500369107,-0.04994833500369107
2019-04-15,0.0,0.05000063338402959,0.05000063338402959,-0.05000063338402959
2019-04-16,0.0,0.049660629003131354,0.049660629003131354,-0.049660629003131354
2019-04-17,0.0,0.0,0.0,0.0
2019-04-18,0.0,0.0,0.0,0.0
2019-04-19,0.0,0.0,0.0,0.0
2019-04-22,0.0,0.0,0.0,0.0
2019-04-23,0.0,0.0,0.0,0.0
2019-04-24,0.0,0.0,0.0,0.0
2019-04-25,0.0,0.0,0.0,0.0
2019-04-26,0.0,0.0,0.0,0.0
2019-04-29,0.0,0.029400643965941414,0.029400643965941414,-0.029400643965941414
2019-04-30,0.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,0.0
2019-05-02,0.0,0.0,0.0,0.0
2019-05-03,0.0,0.0,0.0,0.0
2019-05-06,0.0,0.0,0.0,0.0
2019-05-07,0.0,0.0,0.0,0.0
2019-05-08,0.0,0.0303826203704045,0.0303826203704045,-0.0303826203704045
2019-05-09,0.0,0.030300536479139585,0.030300536479139585,-0.030300536479139585
2019-05-10,0.0,0.030478474807261877,0.030478474807261877,-0.030478474807261877
2019-05-13,0.0,0.03070581693847936,0.03070581693847936,-0.03070581693847936
2019-05-14,0.0,0.03077543869737295,0.03077543869737295,-0.03077543869737295
2019-05-15,0.0,0.030845513574287636,0.030845513574287636,-0.030845513574287636
2019-05-16,0.0,0.030922626809368286,0.030922626809368286,-0.030922626809368286
2019-05-17,0.0,0.030783319406203907,0.030783319406203907,-0.030783319406203907
2019-05-20,0.0,0.03078061693884031,0.03078061693884031,-0.03078061693884031
2019-05-21,0.0,0.030776964145324125,0.030776964145324125,-0.030776964145324125
2019-05-22,0.0,0.030875482686005856,0.030875482686005856,-0.030875482686005856
2019-05-23,0.0,0.031092667883370687,0.031092667883370687,-0.031092667883370687
2019-05-24,0.0,0.030915222693343118,0.030915222693343118,-0.030915222693343118
2019-05-27,0.0,0.030916814557408145,0.030916814557408145,-0.030916814557408145
2019-05-28,0.0,0.031227214539692436,0.031227214539692436,-0.031227214539692436
2019-05-29,0.0,0.03110953370953132,0.03110953370953132,-0.03110953370953132
2019-05-30,0.0,0.03097723266886542,0.03097723266886542,-0.03097723266886542
2019-05-31,0.0,0.03104161705128217,0.03104161705128217,-0.03104161705128217
2019-06-03,0.0,0.03122995568987941,0.03122995568987941,-0.03122995568987941
2019-06-04,0.0,0.031257940688083824,0.031257940688083824,-0.031257940688083824
2019-06-05,0.0,0.0315420855657737,0.0315420855657737,-0.0315420855657737
2019-06-06,0.0,0.03173599187413637,0.03173599187413637,-0.03173599187413637
2019-06-07,0.0,0.03192816686257354,0.03192816686257354,-0.03192816686257354
2019-06-10,0.0,0.03206436432132492,0.03206436432132492,-0.03206436432132492
2019-06-11,0.0,0.03255686565067961,0.03255686565067961,-0.03255686565067961
2019-06-12,0.0,0.03254238113203053,0.03254238113203053,-0.03254238113203053
2019-06-13,0.0,0.03216757911447796,0.03216757911447796,-0.03216757911447796
2019-06-14,0.0,0.03251565893662938,0.03251565893662938,-0.03251565893662938
2019-06-17,0.0,0.03245038708775533,0.03245038708775533,-0.03245038708775533
2019-06-18,0.0,0.032498913385314875,0.032498913385314875,-0.032498913385314875
2019-06-19,0.0,0.03279075358977363,0.03279075358977363,-0.03279075358977363
2019-06-20,0.0,0.03249367073302654,0.03249367073302654,-0.03249367073302654
2019-06-21,0.0,0.0322693597390165,0.0322693597390165,-0.0322693597390165
2019-06-24,0.0,0.031977341303040224,0.031977341303040224,-0.031977341303040224
2019-06-25,0.0,0.0,0.0,0.0
2019-06-26,0.0,0.0,0.0,0.0
2019-06-27,0.0,0.0,0.0,0.0
2019-06-28,0.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,0.0
2019-07-02,0.02858469164286172,0.0,0.02858469164286172,0.02858469164286172
2019-07-03,0.028615977948186478,0.0,0.028615977948186478,0.028615977948186478
2019-07-04,0.028559585586267082,0.0,0.028559585586267082,0.028559585586267082
2019-07-05,0.02865841734676924,0.0,0.02865841734676924,0.02865841734676924
2019-07-08,0.028798259255403646,0.0,0.028798259255403646,0.028798259255403646
2019-07-09,0.02884386818034011,0.0,0.02884386818034011,0.02884386818034011
2019-07-10,0.02899441421381607,0.0,0.02899441421381607,0.02899441421381607
2019-07-11,0.0,0.0,0.0,0.0
2019-07-12,0.0,0.0,0.0,0.0
2019-07-15,0.0,0.0,0.0,0.0
2019-07-16,0.0,0.0,0.0,0.0
2019-07-17,0.0,0.0,0.0,0.0
2019-07-18,0.0,0.03298002717669585,0.03298002717669585,-0.03298002717669585
2019-07-19,0.0,0.032545458300467046,0.032545458300467046,-0.032545458300467046
2019-07-22,0.0,0.0328842924543881,0.0328842924543881,-0.0328842924543881
2019-07-23,0.0,0.03255833862624343,0.03255833862624343,-0.03255833862624343
2019-07-24,0.0,0.0,0.0,0.0
2019-07-25,0.0,0.02511466176836725,0.02511466176836725,-0.02511466176836725
2019-07-26,0.03920851851922339,0.0,0.03920851851922339,0.03920851851922339
2019-07-29,0.03789606587586148,0.0,0.03789606587586148,0.03789606587586148
2019-07-30,0.036462403632518264,0.0,0.036462403632518264,0.036462403632518264
2019-07-31,0.03436755834977181,0.0,0.03436755834977181,0.03436755834977181
2019-08-01,0.03371138888632198,0.0,0.03371138888632198,0.03371138888632198
2019-08-02,0.0342277612342283,0.0,0.0342277612342283,0.0342277612342283
2019-08-05,0.03389473572221896,0.0,0.03389473572221896,0.03389473572221896
2019-08-06,0.03395847610247401,0.0,0.03395847610247401,0.03395847610247401
2019-08-07,0.03476240173181311,0.0,0.03476240173181311,0.03476240173181311
2019-08-08,0.03578982219570408,0.0,0.03578982219570408,0.03578982219570408
2019-08-09,0.0356270062759367,0.0,0.0356270062759367,0.0356270062759367
2019-08-12,0.03670189471698749,0.0,0.03670189471698749,0.03670189471698749
2019-08-13,0.03667726621294035,0.0,0.03667726621294035,0.03667726621294035
2019-08-14,0.0358409100900169,0.0,0.0358409100900169,0.0358409100900169
2019-08-15,0.03522882396073938,0.0,0.03522882396073938,0.03522882396073938
2019-08-16,0.033893862429534447,0.0,0.033893862429534447,0.033893862429534447
2019-08-19,0.033078202217207614,0.0,0.033078202217207614,0.033078202217207614
2019-08-20,0.03269810508949512,0.0,0.03269810508949512,0.03269810508949512
2019-08-21,0.033242969848674725,0.0,0.033242969848674725,0.033242969848674725
2019-08-22,0.03455340646277274,0.0,0.03455340646277274,0.03455340646277274
2019-08-23,0.03332227151247874,0.0,0.03332227151247874,0.03332227151247874
2019-08-26,0.03354267949305726,0.0,0.03354267949305726,0.03354267949305726
2019-08-27,0.032614752477600505,0.0,0.032614752477600505,0.032614752477600505
2019-08-28,0.03289569145513118,0.0,0.03289569145513118,0.03289569145513118
2019-08-29,0.03269657689435687,0.0,0.03269657689435687,0.03269657689435687
2019-08-30,0.03118868570784537,0.0,0.03118868570784537,0.03118868570784537
2019-09-02,0.031805090796703635,0.0,0.031805090796703635,0.031805090796703635
2019-09-03,0.03125166908114725,0.0,0.03125166908114725,0.03125166908114725
2019-09-04,0.030760522827083955,0.0,0.030760522827083955,0.030760522827083955
2019-09-05,0.029886001693571352,0.0,0.029886001693571352,0.029886001693571352
2019-09-06,0.029329863378801654,0.0,0.029329863378801654,0.029329863378801654
2019-09-09,0.02954979720015399,0.0,0.02954979720015399,0.02954979720015399
2019-09-10,0.029328899768433822,0.0,0.029328899768433822,0.029328899768433822
2019-09-11,0.029477773436256155,0.0,0.029477773436256155,0.029477773436256155
2019-09-12,0.029651294258380985,0.0,0.029651294258380985,0.029651294258380985
2019-09-13,0.030527234000758526,0.0,0.030527234000758526,0.030527234000758526
2019-09-16,0.030186679937090892,0.0,0.030186679937090892,0.030186679937090892
2019-09-17,0.029039627901650527,0.0,0.029039627901650527,0.029039627901650527
2019-09-18,0.029714831474898635,0.0,0.029714831474898635,0.029714831474898635
2019-09-19,0.02939112212988993,0.0,0.02939112212988993,0.02939112212988993
2019-09-20,0.030108808766495406,0.0,0.030108808766495406,0.030108808766495406
2019-09-23,0.030301685050804727,0.0,0.030301685050804727,0.030301685050804727
2019-09-24,0.030117745641067502,0.0,0.030117745641067502,0.030117745641067502
2019-09-25,0.0,0.0,0.0,0.0
2019-09-26,0.0,0.020146604111556738,0.020146604111556738,-0.020146604111556738
2019-09-27,0.0,0.021178170122280827,0.021178170122280827,-0.021178170122280827
2019-09-30,0.0,0.021150820208035076,0.021150820208035076,-0.021150820208035076
2019-10-01,0.0,0.021172532664699678,0.021172532664699678,-0.021172532664699678
2019-10-02,0.0,0.02169589553821093,0.02169589553821093,-0.02169589553821093
2019-10-03,0.0,0.02116744111610701,0.02116744111610701,-0.02116744111610701
2019-10-04,0.0,0.021282901952725083,0.021282901952725083,-0.021282901952725083
2019-10-07,0.0,0.021203791046768415,0.021203791046768415,-0.021203791046768415
2019-10-08,0.0,0.021309025993662765,0.021309025993662765,-0.021309025993662765
2019-10-09,0.0,0.020796709248216555,0.020796709248216555,-0.020796709248216555
