,gross_leverage,net_leverage,gross_exposure,net_exposure,equity
2018-07-10,0.0,0.0,0.0,0.0,258239.9967368134
2018-07-11,0.0,0.0,0.0,0.0,258239.9967368134
2018-07-12,0.0,0.0,0.0,0.0,258239.9967368134
2018-07-13,0.0,0.0,0.0,0.0,258239.9967368134
2018-07-16,0.15406798400017302,-0.15406798400017302,39786.5156854521,-39786.5156854521,258239.9967368134
2018-07-17,0.15465359045090074,-0.15465359045090074,39917.487441116,-39917.487441116,258109.02498114947
2018-07-18,0.1537393055662873,-0.1537393055662873,39712.94801094833,-39712.94801094833,258313.56441131717
2018-07-19,0.15162874606452106,-0.15162874606452106,39239.54358294453,-39239.54358294453,258786.96883932097
2018-07-20,0.15204958844769495,-0.15204958844769495,39334.07816356742,-39334.07816356742,258692.43425869808
2018-07-23,0.1513372076231123,-0.1513372076231123,39174.01425838802,-39174.01425838802,258852.49816387746
2018-07-24,0.15104269293303926,-0.15104269293303926,39107.78225523173,-39107.78225523173,258918.73016703376
2018-07-25,0.0,0.0,0.0,0.0,338603.94060330075
2018-07-26,0.0,0.0,0.0,0.0,338603.94060330075
2018-07-27,0.0,0.0,0.0,0.0,338603.94060330075
2018-07-30,0.0,0.0,0.0,0.0,338603.94060330075
2018-07-31,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-01,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-02,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-03,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-06,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-07,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-08,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-09,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-10,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-13,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-14,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-15,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-16,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-17,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-20,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-21,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-22,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-23,0.10371501534515033,-0.10371501534515033,35118.31289559971,-35118.31289559971,338603.94060330075
2018-08-24,0.10369901040092719,-0.10369901040092719,35113.40273700391,-35113.40273700391,338608.8507618965
2018-08-27,0.10376260148115726,-0.10376260148115726,35132.911010401214,-35132.911010401214,338589.34248849924
2018-08-28,0.10340494663315995,-0.10340494663315995,35023.16152976789,-35023.16152976789,338699.09196913254
2018-08-29,0.10380243247873124,-0.10380243247873124,35145.12909479966,-35145.12909479966,338577.1244041008
2018-08-30,0.10358156693539201,-0.10358156693539201,35077.36788639944,-35077.36788639944,338644.885612501
2018-08-31,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-03,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-04,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-05,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-06,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-07,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-10,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-11,0.14367929900920975,-0.14367929900920975,58780.73054844221,-58780.73054844221,409110.64400915825
2018-09-12,0.14402752927305462,-0.14402752927305462,58905.25963874792,-58905.25963874792,408986.1149188526
2018-09-13,0.14375338609312338,-0.14375338609312338,58807.23085434837,-58807.23085434837,409084.1437032521
2018-09-14,0.14498216410014464,-0.14498216410014464,59246.25393659763,-59246.25393659763,408645.12062100286
2018-09-17,0.14554323214969297,-0.14554323214969297,59446.4015297653,-59446.4015297653,408444.9730278352
2018-09-18,0.1472237666182946,-0.1472237666182946,60044.7205985235,-60044.7205985235,407846.65395907697
2018-09-19,0.14754496851567606,-0.14754496851567606,60158.87832016972,-60158.87832016972,407732.4962374307
2018-09-20,0.14644118132439787,-0.14644118132439787,59766.315741167775,-59766.315741167775,408125.0588164327
2018-09-21,0.14520325463925282,-0.14520325463925282,59325.14610674824,-59325.14610674824,408566.2284508522
2018-09-24,0.14699581852194415,-0.14699581852194415,59963.66723558041,-59963.66723558041,407927.7073220201
2018-09-25,0.14888801972530044,-0.14888801972530044,60635.51800382296,-60635.51800382296,407255.8565537775
2018-09-26,0.14884062611011298,-0.14884062611011298,60618.71730326478,-60618.71730326478,407272.6572543357
2018-09-27,0.14858453382338283,-0.14858453382338283,60527.91041613759,-60527.91041613759,407363.4641414629
2018-09-28,0.15022772573472137,-0.15022772573472137,61109.86156744071,-61109.86156744071,406781.51299015974
2018-10-01,0.1492220269017505,-0.1492220269017505,60753.88188439266,-60753.88188439266,407137.49267320783
2018-10-02,0.1484409199827251,-0.1484409199827251,60476.96915254184,-60476.96915254184,407414.40540505864
2018-10-03,0.1492377360195748,-0.1492377360195748,60759.447113102644,-60759.447113102644,407131.9274444978
2018-10-04,0.14896914565641167,-0.14896914565641167,60664.27335438074,-60664.27335438074,407227.10120321973
2018-10-05,0.14910088019608336,-0.14910088019608336,60710.95844151572,-60710.95844151572,407180.4161160847
2018-10-08,0.1490699314417795,-0.1490699314417795,60699.99154880458,-60699.99154880458,407191.3830087959
2018-10-09,0.14955479620344853,-0.14955479620344853,60871.73869259302,-60871.73869259302,407019.63586500747
2018-10-10,0.15115378176463892,-0.15115378176463892,61437.10062005979,-61437.10062005979,406454.2739375407
2018-10-11,0.15138775873865606,-0.15138775873865606,61519.69741716004,-61519.69741716004,406371.67714044044
2018-10-12,0.1522031334621686,-0.1522031334621686,61807.27274504174,-61807.27274504174,406084.1018125587
2018-10-15,0.1502012479398923,-0.1502012479398923,61100.49739968268,-61100.49739968268,406790.87715791777
2018-10-16,0.1502889861979352,-0.1502889861979352,61131.52536167992,-61131.52536167992,406759.8491959206
2018-10-17,0.14955467735927472,-0.14955467735927472,60871.69661376606,-60871.69661376606,407019.6779438344
2018-10-18,0.0,0.0,0.0,0.0,524976.3007795005
2018-10-19,0.0,0.0,0.0,0.0,524976.3007795005
2018-10-22,0.10871630965923652,0.10871630965923652,57073.48607930467,57073.48607930467,524976.3007795005
2018-10-23,0.10932782128779536,0.10932782128779536,57433.92072666127,57433.92072666127,525336.7354268571
2018-10-24,0.10863272142566797,0.10863272142566797,57024.25626943584,57024.25626943584,524927.0709696317
2018-10-25,0.1087280200211422,0.1087280200211422,57080.38370720292,57080.38370720292,524983.1984073988
2018-10-26,0.10852419873158418,0.10852419873158418,56960.354927573186,56960.354927573186,524863.169627769
2018-10-29,0.1084114398361999,0.1084114398361999,56893.97566489596,56893.97566489596,524796.7903650918
2018-10-30,0.10907207722431543,0.10907207722431543,57283.120927958385,57283.120927958385,525185.9356281542
2018-10-31,0.10946418388654107,0.10946418388654107,57514.36250245871,57514.36250245871,525417.1772026545
2018-11-01,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-02,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-05,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-06,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-07,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-08,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-09,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-12,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-13,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-14,0.1704101937577326,-0.1704101937577326,89623.31382824862,-89623.31382824862,525926.9522084083
2018-11-15,0.1728353517238683,-0.1728353517238683,90710.81169048393,-90710.81169048393,524839.454346173
2018-11-16,0.17196230383523972,-0.17196230383523972,90319.8349705106,-90319.8349705106,525230.4310661464
2018-11-19,0.17177614217432163,-0.17177614217432163,90236.39090138099,-90236.39090138099,525313.8751352759
2018-11-20,0.17017834572291798,-0.17017834572291798,89519.11165191265,-89519.11165191265,526031.1543847442
2018-11-21,0.16963286361294988,-0.16963286361294988,89273.78630844,-89273.78630844,526276.4797282169
2018-11-22,0.17016826722854847,-0.17016826722854847,89514.58101971545,-89514.58101971545,526035.6850169415
2018-11-23,0.1717769186568296,-0.1717769186568296,90236.73900265244,-90236.73900265244,525313.5270340045
2018-11-26,0.17105915188816231,-0.17105915188816231,89914.76330037603,-89914.76330037603,525635.5027362809
2018-11-27,0.17043448541522022,-0.17043448541522022,89634.22912299237,-89634.22912299237,525916.0369136645
2018-11-28,0.0,0.0,0.0,0.0,706239.2630034557
2018-11-29,0.0,0.0,0.0,0.0,706239.2630034557
2018-11-30,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-03,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-04,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-05,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-06,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-07,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-10,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-11,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-12,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-13,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-14,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-17,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-18,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-19,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-20,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-21,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-24,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-25,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-26,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-27,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-28,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-31,0.0,0.0,0.0,0.0,706239.2630034557
2019-01-01,0.0,0.0,0.0,0.0,706239.2630034557
2019-01-02,0.0,0.0,0.0,0.0,706239.2630034557
2019-01-03,0.0,0.0,0.0,0.0,706239.2630034557
2019-01-04,0.0,0.0,0.0,0.0,706239.2630034557
2019-01-07,0.0,0.0,0.0,0.0,706239.2630034557
2019-01-08,0.0,0.0,0.0,0.0,706239.2630034557
2019-01-09,0.0,0.0,0.0,0.0,706239.2630034557
2019-01-10,0.12519862033119167,-0.12519862033119167,88420.18135175027,-88420.18135175027,706239.2630034557
2019-01-11,0.12535635833309744,-0.12535635833309744,88519.17290175012,-88519.17290175012,706140.2714534559
2019-01-14,0.12546934277949223,-0.12546934277949223,88590.06143208555,-88590.06143208555,706069.3829231204
2019-01-15,0.1249720550969266,-0.1249720550969266,88277.94736171949,-88277.94736171949,706381.4969934865
2019-01-16,0.1253521437488787,-0.1253521437488787,88516.52831830944,-88516.52831830944,706142.9160368965
2019-01-17,0.1253826575374442,-0.1253826575374442,88535.67477973095,-88535.67477973095,706123.769575475
2019-01-18,0.12728351257243561,-0.12728351257243561,89726.35920627923,-89726.35920627923,704933.0851489267
2019-01-21,0.1287622995112002,-0.1287622995112002,90649.88919968234,-90649.88919968234,704009.5551555236
2019-01-22,0.12921593961310773,-0.12921593961310773,90932.71107204634,-90932.71107204634,703726.7332831597
2019-01-23,0.128665939572831,-0.128665939572831,90589.78433165401,-90589.78433165401,704069.660023552
2019-01-24,0.12781598552725992,-0.12781598552725992,90059.17750963675,-90059.17750963675,704600.2668455692
2019-01-25,0.12896728617526737,-0.12896728617526737,90777.71626070522,-90777.71626070522,703881.7280945007
2019-01-28,0.12931382135108158,-0.12931382135108158,90993.7056285727,-90993.7056285727,703665.7387266333
2019-01-29,0.12985260650527763,-0.12985260650527763,91329.2579398737,-91329.2579398737,703330.1864153323
2019-01-30,0.12844283882725357,-0.12844283882725357,90450.58502027999,-90450.58502027999,704208.859334926
2019-01-31,0.12936903245377512,-0.12936903245377512,91028.1055104947,-91028.1055104947,703631.3388447113
2019-02-01,0.12988542187422186,-0.12988542187422186,91349.68482485691,-91349.68482485691,703309.759530349
2019-02-04,0.12902822244783052,-0.12902822244783052,90815.70639060861,-90815.70639060861,703843.7379645974
2019-02-05,0.12873300005751054,-0.12873300005751054,90631.61464284977,-90631.61464284977,704027.8297123562
2019-02-06,0.12907968017420957,-0.12907968017420957,90847.78401906809,-90847.78401906809,703811.6603361379
2019-02-07,0.12924226663299077,-0.12924226663299077,90949.11767339912,-90949.11767339912,703710.3266818068
2019-02-08,0.12910325967049718,-0.12910325967049718,90862.48198782334,-90862.48198782334,703796.9623673826
2019-02-11,0.12912936586556464,-0.12912936586556464,90878.75422494947,-90878.75422494947,703780.6901302565
2019-02-12,0.1290256198467404,-0.1290256198467404,90814.08390795853,-90814.08390795853,703845.3604472475
2019-02-13,0.1292757739335953,-0.1292757739335953,90969.99781091636,-90969.99781091636,703689.4465442896
2019-02-14,0.13069004386191183,-0.13069004386191183,91850.17432659712,-91850.17432659712,702809.2700286089
2019-02-15,0.0,0.0,0.0,0.0,880980.8988865106
2019-02-18,0.0,0.0,0.0,0.0,880980.8988865106
2019-02-19,0.0,0.0,0.0,0.0,880980.8988865106
2019-02-20,0.0,0.0,0.0,0.0,880980.8988865106
2019-02-21,0.0,0.0,0.0,0.0,880980.8988865106
2019-02-22,0.1634102145168623,0.1634102145168623,143961.27767230288,143961.27767230288,880980.8988865106
2019-02-25,0.1637889692971219,0.1637889692971219,144360.31058925707,144360.31058925707,881379.9318034648
2019-02-26,0.0,0.0,0.0,0.0,883000.6148340921
2019-02-27,0.0,0.0,0.0,0.0,883000.6148340921
2019-02-28,0.0,0.0,0.0,0.0,883000.6148340921
2019-03-01,0.0,0.0,0.0,0.0,883000.6148340921
2019-03-04,0.0,0.0,0.0,0.0,883000.6148340921
2019-03-05,0.0,0.0,0.0,0.0,883000.6148340921
2019-03-06,0.0,0.0,0.0,0.0,883000.6148340921
2019-03-07,0.0,0.0,0.0,0.0,883000.6148340921
2019-03-08,0.0,0.0,0.0,0.0,883000.6148340921
2019-03-11,0.1820957527377368,-0.1820957527377368,160790.6616260984,-160790.6616260984,883000.6148340921
2019-03-12,0.18379773771800956,-0.18379773771800956,162060.18068001742,-162060.18068001742,881731.0957801731
2019-03-13,0.18454677674444306,-0.18454677674444306,162617.7365440201,-162617.7365440201,881173.5399161704
2019-03-14,0.18702815594055677,-0.18702815594055677,164459.7532469696,-164459.7532469696,879331.523213221
2019-03-15,0.1877923233180186,-0.1877923233180186,165025.4720606224,-165025.4720606224,878765.8043995681
2019-03-18,0.189084028444047,-0.189084028444047,165980.07767887018,-165980.07767887018,877811.1987813204
2019-03-19,0.18886396603992572,-0.18886396603992572,165817.59210584717,-165817.59210584717,877973.6843543433
2019-03-20,0.18913346611775586,-0.18913346611775586,166016.57227334578,-166016.57227334578,877774.7041868448
2019-03-21,0.18837403772793646,-0.18837403772793646,165455.6318547051,-165455.6318547051,878335.6446054855
2019-03-22,0.18988930928723904,-0.18988930928723904,166574.15356206428,-166574.15356206428,877217.1228981263
2019-03-25,0.18847876615164913,-0.18847876615164913,165533.0305514004,-165533.0305514004,878258.2459087902
2019-03-26,0.18971413130794942,-0.18971413130794942,166444.9888165648,-166444.9888165648,877346.2876436258
2019-03-27,0.18963652813388238,-0.18963652813388238,166387.75717053935,-166387.75717053935,877403.5192896512
2019-03-28,0.1914119717678285,-0.1914119717678285,167695.26500967352,-167695.26500967352,876096.011450517
2019-03-29,0.19262627987715764,-0.19262627987715764,168587.28836116704,-168587.28836116704,875203.9880990235
2019-04-01,0.19534163809668695,-0.19534163809668695,170575.4164971814,-170575.4164971814,873215.8599630091
2019-04-02,0.1965566308570263,-0.1965566308570263,171462.08656419584,-171462.08656419584,872329.1898959947
2019-04-03,0.19453855106266785,-0.19453855106266785,169988.35437648863,-169988.35437648863,873802.9220837019
2019-04-04,0.19463113071409038,-0.19463113071409038,170056.07098612539,-170056.07098612539,873735.2054740652
2019-04-05,0.19318835376417162,-0.19318835376417162,168999.5697130333,-168999.5697130333,874791.7067471573
2019-04-08,0.19265680070416105,-0.19265680070416105,168609.68537386818,-168609.68537386818,875181.5910863223
2019-04-09,0.19493964445864345,-0.19493964445864345,170281.6550323479,-170281.6550323479,873509.6214278426
2019-04-10,0.19602051659765674,-0.19602051659765674,171071.0664177372,-171071.0664177372,872720.2100424534
2019-04-11,0.1952267851842753,-0.1952267851842753,170491.50657655046,-170491.50657655046,873299.7698836401
2019-04-12,0.1939987236165746,-0.1939987236165746,169593.2929827976,-169593.2929827976,874197.9834773929
2019-04-15,0.1942297515116552,-0.1942297515116552,169762.40962032136,-169762.40962032136,874028.8668398692
2019-04-16,0.1927289694797556,-0.1927289694797556,168662.64022402087,-168662.64022402087,875128.6362361696
2019-04-17,0.0,0.0,0.0,0.0,1197253.3299663295
2019-04-18,0.0,0.0,0.0,0.0,1197253.3299663295
2019-04-19,0.0,0.0,0.0,0.0,1197253.3299663295
2019-04-22,0.0,0.0,0.0,0.0,1197253.3299663295
2019-04-23,0.0,0.0,0.0,0.0,1197253.3299663295
2019-04-24,0.0,0.0,0.0,0.0,1197253.3299663295
2019-04-25,0.0,0.0,0.0,0.0,1197253.3299663295
2019-04-26,0.0,0.0,0.0,0.0,1197253.3299663295
2019-04-29,0.11611345932535842,-0.11611345932535842,139017.22583119533,-139017.22583119533,1197253.3299663295
2019-04-30,0.0,0.0,0.0,0.0,1476888.2377495226
2019-05-01,0.0,0.0,0.0,0.0,1476888.2377495226
2019-05-02,0.0,0.0,0.0,0.0,1476888.2377495226
2019-05-03,0.0,0.0,0.0,0.0,1476888.2377495226
2019-05-06,0.0,0.0,0.0,0.0,1476888.2377495226
2019-05-07,0.0,0.0,0.0,0.0,1476888.2377495226
2019-05-08,0.12708640062347676,-0.12708640062347676,187692.41025873643,-187692.41025873643,1476888.2377495226
2019-05-09,0.12671092619163782,-0.12671092619163782,187200.2398545379,-187200.2398545379,1477380.4081537211
2019-05-10,0.12752510641642614,-0.12752510641642614,188267.04883818128,-188267.04883818128,1476313.5991700778
2019-05-13,0.12856664382776226,-0.12856664382776226,189629.5167551708,-189629.5167551708,1474951.1312530881
2019-05-14,0.1288858995045331,-0.1288858995045331,190046.64174700464,-190046.64174700464,1474534.0062612544
2019-05-15,0.12920737184907796,-0.12920737184907796,190466.42461056114,-190466.42461056114,1474114.2233976978
2019-05-16,0.129561294159995,-0.129561294159995,190928.3047362329,-190928.3047362329,1473652.3432720262
2019-05-17,0.12892204573459357,-0.12892204573459357,190093.85390449918,-190093.85390449918,1474486.7941037598
2019-05-20,0.12890965020348163,-0.12890965020348163,190077.66390477054,-190077.66390477054,1474502.9841034885
2019-05-21,0.12889289609709692,-0.12889289609709692,190055.7805357232,-190055.7805357232,1474524.867472536
2019-05-22,0.12934489934695445,-0.12934489934695445,190645.93685774555,-190645.93685774555,1473934.7111505135
2019-05-23,0.13034231932387746,-0.13034231932387746,191946.54455901354,-191946.54455901354,1472634.1034492454
2019-05-24,0.12952730457240216,-0.12952730457240216,190883.9597830828,-190883.9597830828,1473696.6882251762
2019-05-27,0.12953461210646083,-0.12953461210646083,190893.49387670503,-190893.49387670503,1473687.154131554
2019-05-28,0.13096089606952688,-0.13096089606952688,192751.9987656177,-192751.9987656177,1471828.6492426414
2019-05-29,0.13041983152001896,-0.13041983152001896,192047.5221783797,-192047.5221783797,1472533.1258298792
2019-05-30,0.12981201778646148,-0.12981201778646148,191255.33211232672,-191255.33211232672,1473325.3158959323
2019-05-31,0.13010774852933432,-0.13010774852933432,191640.87728775825,-191640.87728775825,1472939.7707205007
2019-06-03,0.1309735038353154,-0.1309735038353154,192768.40628606582,-192768.40628606582,1471812.241722193
2019-06-04,0.13110223150721725,-0.13110223150721725,192935.90923856295,-192935.90923856295,1471644.738769696
2019-06-05,0.1324105289723681,-0.1324105289723681,194636.13105041964,-194636.13105041964,1469944.5169578395
2019-06-06,0.1333046620211306,-0.1333046620211306,195795.8597769522,-195795.8597769522,1468784.7882313067
2019-06-07,0.1341918735771047,-0.1341918735771047,196944.8036794049,-196944.8036794049,1467635.8443288542
2019-06-10,0.13482129559451012,-0.13482129559451012,197758.81934648842,-197758.81934648842,1466821.8286617706
2019-06-11,0.13710178801227077,-0.13710178801227077,200700.5753913157,-200700.5753913157,1463880.0726169434
2019-06-12,0.13703461877763412,-0.13703461877763412,200614.0980735158,-200614.0980735158,1463966.5499347432
