,num_positions,max_weight,hhi,daily_turnover,gross_value
2018-05-04,0,0.0,0.0,0.0,0.0
2018-05-07,0,0.0,0.0,0.0,0.0
2018-05-08,1,0.12714786309526832,0.016166579089693097,0.12714786309526832,20783.716742370845
2018-05-09,1,0.12717783222506016,0.01617420100946555,2.9969129791834748e-05,20788.06280362189
2018-05-10,1,0.12692870171297232,0.016110895318540704,0.00024913051208783066,20751.927385624036
2018-05-11,1,0.12697472550756383,0.01612258091772118,4.602379459150985e-05,20758.604162259297
2018-05-14,0,0.0,0.0,0.12697472550756383,0.0
2018-05-15,1,0.14350557298575553,0.020593849477970008,0.14350557298575553,29453.973395925823
2018-05-16,1,0.14263068008358795,0.020343510901106813,0.0008748929021675789,29244.532215138428
2018-05-17,1,0.1419979803102902,0.020163426412201566,0.0006326997732977457,29093.33593909688
2018-05-18,1,0.14238813227960576,0.020274380214074506,0.00039015196931554974,29186.544193720532
2018-05-21,1,0.1418233313679578,0.020113857320305562,0.0005648009116479558,29051.639342187336
2018-05-22,1,0.14164463720640294,0.020063203249333507,0.00017869416155485984,29008.99453062156
2018-05-23,1,0.14269289698312268,0.02036126284943606,0.00104825977671974,29259.41224041707
2018-05-24,1,0.14252934635769302,0.02031461457315122,0.0001635506254296648,29220.30148662228
2018-05-25,1,0.1431691232784313,0.020497397860314657,0.000639776920738272,29373.379867527812
2018-05-28,1,0.1425810983585778,0.020329369609138438,0.0005880249198534915,29232.675611411203
2018-05-29,1,0.14252821733971724,0.020314292738037674,5.288101886055663e-05,29220.03155024295
2018-05-30,1,0.1419304013027252,0.020144238813952615,0.0005978160369920493,29077.19976210495
2018-05-31,1,0.14178015942439823,0.02010161360640778,0.00015024187832696212,29041.334863824726
2018-06-01,1,0.14249247570868245,0.020304105633589458,0.0007123162842842257,29211.48646784243
2018-06-04,1,0.14132786648108958,0.019973565844096684,0.0011646092275928721,28933.441792240585
2018-06-05,1,0.14174177030678117,0.020090729449700313,0.0004139038256915917,29032.172843148328
2018-06-06,1,0.14201283193549066,0.020167644434337918,0.00027106162870949024,29096.882476484418
2018-06-07,1,0.14167627554641413,0.02007216705270346,0.0003365563890765366,29016.543629468404
2018-06-08,1,0.1407211798629096,0.019802450462009357,0.0009550956835045199,28788.896948449572
2018-06-11,1,0.14087031173019116,0.019844444726961234,0.00014913186728154892,28824.40912459581
2018-06-12,1,0.14058288403250765,0.019763547282897496,0.00028742769768350107,28755.97612838747
2018-06-13,1,0.14084841969584158,0.019838277330815935,0.00026553566333392675,28819.195289808715
2018-06-14,1,0.14096113148105757,0.01987004058842,0.0001127117852159909,28846.0417101208
2018-06-15,0,0.0,0.0,0.14096113148105757,0.0
2018-06-18,0,0.0,0.0,0.0,0.0
2018-06-19,0,0.0,0.0,0.0,0.0
2018-06-20,0,0.0,0.0,0.0,0.0
2018-06-21,0,0.0,0.0,0.0,0.0
2018-06-22,1,0.12972715562784812,0.016829134907291925,0.12972715562784812,26586.301787084245
2018-06-25,1,0.13058187061131513,0.017051624932350243,0.0008547149834670087,26741.23564480577
2018-06-26,1,0.13101690066895488,0.017165428260898792,0.000435030057639757,26820.003452038272
2018-06-27,1,0.13244508279084172,0.017541699955472917,0.001428182121886834,27078.168800425825
2018-06-28,1,0.13149907168468963,0.017292005853935144,0.0009460111061520837,26907.23596956634
2018-06-29,1,0.1310478348148104,0.01717353500964983,0.0004512368698792457,26825.60217095163
2018-07-02,1,0.13034449554690697,0.016989687519377652,0.0007033392679034189,26698.23025810157
2018-07-03,1,0.13011798879874328,0.016930691009029882,0.0002265067481636851,26657.177046668636
2018-07-04,0,0.0,0.0,0.13011798879874328,0.0
2018-07-05,0,0.0,0.0,0.0,0.0
2018-07-06,0,0.0,0.0,0.0,0.0
2018-07-09,0,0.0,0.0,0.0,0.0
2018-07-10,0,0.0,0.0,0.0,0.0
2018-07-11,0,0.0,0.0,0.0,0.0
2018-07-12,0,0.0,0.0,0.0,0.0
2018-07-13,0,0.0,0.0,0.0,0.0
2018-07-16,1,0.15406798400017302,0.02373694369387757,0.15406798400017302,39786.5156854521
2018-07-17,1,0.15465359045090074,0.023917733039354936,0.0005856064507277214,39917.487441116
2018-07-18,1,0.1537393055662873,0.023635774076004253,0.0009142848846134533,39712.94801094833
2018-07-19,1,0.15162874606452106,0.022991276633099012,0.0021105595017662238,39239.54358294453
2018-07-20,1,0.15204958844769495,0.02311907734711341,0.0004208423831738861,39334.07816356742
2018-07-23,1,0.1513372076231123,0.022902950411161003,0.0007123808245826369,39174.01425838802
2018-07-24,1,0.15104269293303926,0.02281389508846439,0.00029451469007305,39107.78225523173
2018-07-25,0,0.0,0.0,0.15104269293303926,0.0
2018-07-26,0,0.0,0.0,0.0,0.0
2018-07-27,0,0.0,0.0,0.0,0.0
2018-07-30,0,0.0,0.0,0.0,0.0
2018-07-31,0,0.0,0.0,0.0,0.0
2018-08-01,0,0.0,0.0,0.0,0.0
2018-08-02,0,0.0,0.0,0.0,0.0
2018-08-03,0,0.0,0.0,0.0,0.0
2018-08-06,0,0.0,0.0,0.0,0.0
2018-08-07,0,0.0,0.0,0.0,0.0
2018-08-08,0,0.0,0.0,0.0,0.0
2018-08-09,0,0.0,0.0,0.0,0.0
2018-08-10,0,0.0,0.0,0.0,0.0
2018-08-13,0,0.0,0.0,0.0,0.0
2018-08-14,0,0.0,0.0,0.0,0.0
2018-08-15,0,0.0,0.0,0.0,0.0
2018-08-16,0,0.0,0.0,0.0,0.0
2018-08-17,0,0.0,0.0,0.0,0.0
2018-08-20,0,0.0,0.0,0.0,0.0
2018-08-21,0,0.0,0.0,0.0,0.0
2018-08-22,0,0.0,0.0,0.0,0.0
2018-08-23,1,0.10371501534515033,0.010756804408044768,0.10371501534515033,35118.31289559971
2018-08-24,1,0.10369901040092719,0.010753484758131605,1.6004944223144135e-05,35113.40273700391
2018-08-27,1,0.10376260148115726,0.010766677466137459,6.359108023007431e-05,35132.911010401214
2018-08-28,1,0.10340494663315995,0.010692582988206658,0.0003576548479973102,35023.16152976789
2018-08-29,1,0.10380243247873124,0.010774944988501556,0.00039748584557128264,35145.12909479966
2018-08-30,1,0.10358156693539201,0.010729141008791096,0.00022086554333922148,35077.36788639944
2018-08-31,0,0.0,0.0,0.10358156693539201,0.0
2018-09-03,0,0.0,0.0,0.0,0.0
2018-09-04,0,0.0,0.0,0.0,0.0
2018-09-05,0,0.0,0.0,0.0,0.0
2018-09-06,0,0.0,0.0,0.0,0.0
2018-09-07,0,0.0,0.0,0.0,0.0
2018-09-10,0,0.0,0.0,0.0,0.0
2018-09-11,1,0.14367929900920975,0.020643740963777902,0.14367929900920975,58780.73054844221
2018-09-12,1,0.14402752927305462,0.020743929188500605,0.00034823026384486755,58905.25963874792
2018-09-13,1,0.14375338609312338,0.0206650360132386,0.00027414317993124104,58807.23085434837
2018-09-14,1,0.14498216410014464,0.021019827907161268,0.0012287780070212584,59246.25393659763
2018-09-17,1,0.14554323214969297,0.021182832424579422,0.0005610680495483356,59446.4015297653
2018-09-18,1,0.1472237666182946,0.021674837457278072,0.0016805344686016133,60044.7205985235
2018-09-19,1,0.14754496851567606,0.021769517734291838,0.00032120189738146787,60158.87832016972
2018-09-20,1,0.14644118132439787,0.021445019587685177,0.0011037871912781827,59766.315741167775
2018-09-21,1,0.14520325463925282,0.021083985157831695,0.001237926685145052,59325.14610674824
2018-09-24,1,0.14699581852194415,0.02160777066293634,0.0017925638826913337,59963.66723558041
2018-09-25,1,0.14888801972530044,0.022167642417721452,0.0018922012033562863,60635.51800382296
2018-09-26,1,0.14884062611011298,0.022153531980850447,4.739361518746321e-05,60618.71730326478
2018-09-27,1,0.14858453382338283,0.022077363691511996,0.00025609228673015294,60527.91041613759
2018-09-28,1,0.15022772573472137,0.022568369579426668,0.0016431919113385485,61109.86156744071
2018-10-01,1,0.1492220269017505,0.022267213312666748,0.001005698832970886,60753.88188439266
2018-10-02,1,0.1484409199827251,0.022034706725317797,0.0007811069190253872,60476.96915254184
2018-10-03,1,0.1492377360195748,0.022271901852248293,0.0007968160368496957,60759.447113102644
2018-10-04,1,0.14896914565641167,0.022191806357601197,0.0002685903631631237,60664.27335438074
2018-10-05,1,0.14910088019608336,0.022231072475246805,0.0001317345396716907,60710.95844151572
2018-10-08,1,0.1490699314417795,0.022221844460056837,3.094875430387223e-05,60699.99154880458
2018-10-09,1,0.14955479620344853,0.022366637067455022,0.0004848647616690349,60871.73869259302
2018-10-10,1,0.15115378176463892,0.02284746574175209,0.001598985561190397,61437.10062005979
2018-10-11,1,0.15138775873865606,0.022918253495913535,0.00023397697401714157,61519.69741716004
2018-10-12,1,0.1522031334621686,0.023165793835702705,0.0008153747235125353,61807.27274504174
2018-10-15,1,0.1502012479398923,0.022560414882701003,0.0020018855222762866,61100.49739968268
2018-10-16,1,0.1502889861979352,0.022586779372403158,8.773825804289648e-05,61131.52536167992
2018-10-17,1,0.14955467735927472,0.022366601520036757,0.0007343088386604912,60871.69661376606
2018-10-18,0,0.0,0.0,0.14955467735927472,0.0
2018-10-19,0,0.0,0.0,0.0,0.0
2018-10-22,1,0.10871630965923652,0.011819235985923004,0.10871630965923652,57073.48607930467
2018-10-23,1,0.10932782128779536,0.01195257250753612,0.000611511628558839,57433.92072666127
2018-10-24,1,0.10863272142566797,0.011801068164346782,0.000695099862127388,57024.25626943584
2018-10-25,1,0.1087280200211422,0.011821782337717898,9.529859547421915e-05,57080.38370720292
2018-10-26,1,0.10852419873158418,0.011777501710332379,0.00020382128955800938,56960.354927573186
2018-10-29,1,0.1084114398361999,0.011753040287357991,0.00011275889538428507,56893.97566489596
2018-10-30,1,0.10907207722431543,0.011896718030027028,0.0006606373881155314,57283.120927958385
2018-10-31,1,0.10946418388654107,0.011982407553946478,0.0003921066622256386,57514.36250245871
2018-11-01,0,0.0,0.0,0.10946418388654107,0.0
2018-11-02,0,0.0,0.0,0.0,0.0
2018-11-05,0,0.0,0.0,0.0,0.0
2018-11-06,0,0.0,0.0,0.0,0.0
2018-11-07,0,0.0,0.0,0.0,0.0
2018-11-08,0,0.0,0.0,0.0,0.0
2018-11-09,0,0.0,0.0,0.0,0.0
2018-11-12,0,0.0,0.0,0.0,0.0
2018-11-13,0,0.0,0.0,0.0,0.0
2018-11-14,1,0.1704101937577326,0.029039634136547962,0.1704101937577326,89623.31382824862
2018-11-15,1,0.1728353517238683,0.029872058805513264,0.0024251579661357103,90710.81169048393
2018-11-16,1,0.17196230383523972,0.029571033940323302,0.0008730478886285753,90319.8349705106
2018-11-19,1,0.17177614217432163,0.02950704302029276,0.00018616166091808828,90236.39090138099
2018-11-20,1,0.17017834572291798,0.028960669352988997,0.0015977964514036491,89519.11165191265
2018-11-21,1,0.16963286361294988,0.028775308417529656,0.000545482109968104,89273.78630844
2018-11-22,1,0.17016826722854847,0.028957239171566684,0.0005354036155985897,89514.58101971545
2018-11-23,1,0.1717769186568296,0.02950730978323505,0.0016086514282811215,90236.73900265244
2018-11-26,1,0.17105915188816231,0.029261233444697384,0.0007177667686672773,89914.76330037603
2018-11-27,1,0.17043448541522022,0.029047913818750912,0.0006246664729420981,89634.22912299237
2018-11-28,0,0.0,0.0,0.17043448541522022,0.0
2018-11-29,0,0.0,0.0,0.0,0.0
2018-11-30,0,0.0,0.0,0.0,0.0
2018-12-03,0,0.0,0.0,0.0,0.0
2018-12-04,0,0.0,0.0,0.0,0.0
2018-12-05,0,0.0,0.0,0.0,0.0
2018-12-06,0,0.0,0.0,0.0,0.0
2018-12-07,0,0.0,0.0,0.0,0.0
2018-12-10,0,0.0,0.0,0.0,0.0
2018-12-11,0,0.0,0.0,0.0,0.0
2018-12-12,0,0.0,0.0,0.0,0.0
2018-12-13,0,0.0,0.0,0.0,0.0
2018-12-14,0,0.0,0.0,0.0,0.0
2018-12-17,0,0.0,0.0,0.0,0.0
2018-12-18,0,0.0,0.0,0.0,0.0
2018-12-19,0,0.0,0.0,0.0,0.0
2018-12-20,0,0.0,0.0,0.0,0.0
2018-12-21,0,0.0,0.0,0.0,0.0
2018-12-24,0,0.0,0.0,0.0,0.0
2018-12-25,0,0.0,0.0,0.0,0.0
2018-12-26,0,0.0,0.0,0.0,0.0
2018-12-27,0,0.0,0.0,0.0,0.0
2018-12-28,0,0.0,0.0,0.0,0.0
2018-12-31,0,0.0,0.0,0.0,0.0
2019-01-01,0,0.0,0.0,0.0,0.0
2019-01-02,0,0.0,0.0,0.0,0.0
2019-01-03,0,0.0,0.0,0.0,0.0
2019-01-04,0,0.0,0.0,0.0,0.0
2019-01-07,0,0.0,0.0,0.0,0.0
2019-01-08,0,0.0,0.0,0.0,0.0
2019-01-09,0,0.0,0.0,0.0,0.0
2019-01-10,1,0.12519862033119167,0.01567469453283388,0.12519862033119167,88420.18135175027
2019-01-11,1,0.12535635833309744,0.01571421657453593,0.0001577380019057717,88519.17290175012
2019-01-14,1,0.12546934277949223,0.015742555977517718,0.00011298444639479266,88590.06143208555
2019-01-15,1,0.1249720550969266,0.01561801455514926,0.000497287682565628,88277.94736171949
2019-01-16,1,0.1253521437488787,0.01571315994243955,0.00038008865195210406,88516.52831830944
2019-01-17,1,0.1253826575374442,0.015720810811152015,3.0513788565500466e-05,88535.67477973095
2019-01-18,1,0.12728351257243561,0.016201092572777374,0.0019008550349914055,89726.35920627923
2019-01-21,1,0.1287622995112002,0.016579729775412024,0.0014787869387645758,90649.88919968234
2019-01-22,1,0.12921593961310773,0.016696759050098306,0.0004536401019075431,90932.71107204634
2019-01-23,1,0.128665939572831,0.0165549240061594,0.0005500000402767213,90589.78433165401
2019-01-24,1,0.12781598552725992,0.016336926156304717,0.0008499540455710886,90059.17750963675
2019-01-25,1,0.12896728617526737,0.01663256090341331,0.0011513006480074472,90777.71626070522
2019-01-28,1,0.12931382135108158,0.016722064392419442,0.00034653517581420545,90993.7056285727
2019-01-29,1,0.12985260650527763,0.01686169941621447,0.0005387851541960587,91329.2579398737
2019-01-30,1,0.12844283882725357,0.016497562846003837,0.0014097676780240598,90450.58502027999
2019-01-31,1,0.12936903245377512,0.01673634655802592,0.0009261936265215487,91028.1055104947
2019-02-01,1,0.12988542187422186,0.01687022281544459,0.000516389420446739,91349.68482485691
2019-02-04,1,0.12902822244783052,0.016648282188046835,0.0008571994263913418,90815.70639060861
2019-02-05,1,0.12873300005751054,0.016572185303807007,0.00029522239031998243,90631.61464284977
2019-02-06,1,0.12907968017420957,0.01666156383387623,0.00034668011669902743,90847.78401906809
2019-02-07,1,0.12924226663299077,0.016703563484433078,0.00016258645878119982,90949.11767339912
2019-02-08,1,0.12910325967049718,0.016667651657547824,0.0001390069624935819,90862.48198782334
2019-02-11,1,0.12912936586556464,0.016674393128842852,2.6106195067460147e-05,90878.75422494947
2019-02-12,1,0.1290256198467404,0.016647610576835573,0.00010374601882423562,90814.08390795853
2019-02-13,1,0.1292757739335953,0.016712225726130035,0.0002501540868548868,90969.99781091636
2019-02-14,1,0.13069004386191183,0.017079887564628436,0.0014142699283165305,91850.17432659712
2019-02-15,0,0.0,0.0,0.13069004386191183,0.0
2019-02-18,0,0.0,0.0,0.0,0.0
2019-02-19,0,0.0,0.0,0.0,0.0
2019-02-20,0,0.0,0.0,0.0,0.0
2019-02-21,0,0.0,0.0,0.0,0.0
2019-02-22,1,0.1634102145168623,0.026702898208446953,0.1634102145168623,143961.27767230288
2019-02-25,1,0.1637889692971219,0.026826826463413538,0.0003787547802595881,144360.31058925707
2019-02-26,0,0.0,0.0,0.1637889692971219,0.0
2019-02-27,0,0.0,0.0,0.0,0.0
2019-02-28,0,0.0,0.0,0.0,0.0
2019-03-01,0,0.0,0.0,0.0,0.0
2019-03-04,0,0.0,0.0,0.0,0.0
2019-03-05,0,0.0,0.0,0.0,0.0
2019-03-06,0,0.0,0.0,0.0,0.0
2019-03-07,0,0.0,0.0,0.0,0.0
2019-03-08,0,0.0,0.0,0.0,0.0
2019-03-11,1,0.1820957527377368,0.033158863165122975,0.1820957527377368,160790.6616260984
2019-03-12,1,0.18379773771800956,0.03378160839025823,0.0017019849802727693,162060.18068001742
2019-03-13,1,0.18454677674444306,0.03405751280676331,0.0007490390264335012,162617.7365440201
2019-03-14,1,0.18702815594055677,0.034979531114525224,0.0024813791961137144,164459.7532469696
2019-03-15,1,0.1877923233180186,0.03526595669717923,0.0007641673774618218,165025.4720606224
2019-03-18,1,0.189084028444047,0.035752769812629176,0.001291705126028414,165980.07767887018
2019-03-19,1,0.18886396603992572,0.035669597668330215,0.00022006240412128508,165817.59210584717
2019-03-20,1,0.18913346611775586,0.0357714680057163,0.0002695000778301371,166016.57227334578
2019-03-21,1,0.18837403772793646,0.035484778089926027,0.0007594283898194054,165455.6318547051
2019-03-22,1,0.18988930928723904,0.036057949781584726,0.001515271559302589,166574.15356206428
2019-03-25,1,0.18847876615164913,0.03552424529004804,0.0014105431355899145,165533.0305514004
2019-03-26,1,0.18971413130794942,0.035991451617929875,0.0012353651563002943,166444.9888165648
2019-03-27,1,0.18963652813388238,0.03596201280267276,7.760317406704798e-05,166387.75717053935
2019-03-28,1,0.1914119717678285,0.03663854293604798,0.0017754436339461332,167695.26500967352
2019-03-29,1,0.19262627987715764,0.037104883699313064,0.0012143081093291264,168587.28836116704
2019-04-01,1,0.19534163809668695,0.03815835557429702,0.0027153582195293124,170575.4164971814
2019-04-02,1,0.1965566308570263,0.0386345091338653,0.0012149927603393451,171462.08656419584
2019-04-03,1,0.19453855106266785,0.037845247849562225,0.002018079794358446,169988.35437648863
2019-04-04,1,0.19463113071409038,0.037881277043045336,9.257965142253632e-05,170056.07098612539
2019-04-05,1,0.19318835376417162,0.037321740030110725,0.0014427769499187615,168999.5697130333
2019-04-08,1,0.19265680070416105,0.03711664285756283,0.00053155306001057,168609.68537386818
2019-04-09,1,0.19493964445864345,0.03800146498166232,0.0022828437544824,170281.6550323479
2019-04-10,1,0.19602051659765674,0.03842404292721222,0.0010808721390132836,171071.0664177372
2019-04-11,1,0.1952267851842753,0.038113497653387174,0.0007937314133814322,170491.50657655046
2019-04-12,1,0.1939987236165746,0.037635504764860106,0.0012280615677006945,169593.2929827976
2019-04-15,1,0.1942297515116552,0.03772519637227932,0.00023102789508058774,169762.40962032136
2019-04-16,1,0.1927289694797556,0.03714445567672856,0.0015007820318996001,168662.64022402087
2019-04-17,0,0.0,0.0,0.1927289694797556,0.0
2019-04-18,0,0.0,0.0,0.0,0.0
2019-04-19,0,0.0,0.0,0.0,0.0
2019-04-22,0,0.0,0.0,0.0,0.0
2019-04-23,0,0.0,0.0,0.0,0.0
2019-04-24,0,0.0,0.0,0.0,0.0
2019-04-25,0,0.0,0.0,0.0,0.0
2019-04-26,0,0.0,0.0,0.0,0.0
2019-04-29,1,0.11611345932535842,0.013482335436501664,0.11611345932535842,139017.22583119533
2019-04-30,0,0.0,0.0,0.11611345932535842,0.0
2019-05-01,0,0.0,0.0,0.0,0.0
2019-05-02,0,0.0,0.0,0.0,0.0
2019-05-03,0,0.0,0.0,0.0,0.0
2019-05-06,0,0.0,0.0,0.0,0.0
2019-05-07,0,0.0,0.0,0.0,0.0
2019-05-08,1,0.12708640062347676,0.016150953223430835,0.12708640062347676,187692.41025873643
2019-05-09,1,0.12671092619163782,0.01605565881634269,0.00037547443183894025,187200.2398545379
2019-05-10,1,0.12752510641642614,0.01626265276652081,0.0008141802247883245,188267.04883818128
2019-05-13,1,0.12856664382776226,0.016529381905134678,0.001041537411336113,189629.5167551708
2019-05-14,1,0.1288858995045331,0.01661157509109261,0.0003192556767708521,190046.64174700464
2019-05-15,1,0.12920737184907796,0.016694544940145904,0.0003214723445448542,190466.42461056114
2019-05-16,1,0.129561294159995,0.016786128944412757,0.0003539223109170486,190928.3047362329
2019-05-17,1,0.12892204573459357,0.016620893876392633,0.0006392484254014452,190093.85390449918
2019-05-20,1,0.12890965020348163,0.01661769791558399,1.2395531111930591e-05,190077.66390477054
2019-05-21,1,0.12889289609709692,0.01661337866429702,1.6754106384714307e-05,190055.7805357232
2019-05-22,1,0.12934489934695445,0.016730102987073777,0.00045200324985752993,190645.93685774555
2019-05-23,1,0.13034231932387746,0.016989120206727642,0.000997419976923014,191946.54455901354
2019-05-24,1,0.12952730457240216,0.016777322629791834,0.0008150147514753014,190883.9597830828
2019-05-27,1,0.12953461210646083,0.01677921573357127,7.307534058670351e-06,190893.49387670503
2019-05-28,1,0.13096089606952688,0.01715075629933342,0.001426283963066044,192751.9987656177
2019-05-29,1,0.13041983152001896,0.01700933245371013,0.0005410645495079192,192047.5221783797
2019-05-30,1,0.12981201778646148,0.01685115996179259,0.0006078137335574774,191255.33211232672
2019-05-31,1,0.13010774852933432,0.016928026227372498,0.0002957307428728406,191640.87728775825
2019-06-03,1,0.1309735038353154,0.017154058706899376,0.0008657553059810696,192768.40628606582
2019-06-04,1,0.13110223150721725,0.01718779510617199,0.00012872767190186263,192935.90923856295
2019-06-05,1,0.1324105289723681,0.017532548182742334,0.0013082974651508483,194636.13105041964
2019-06-06,1,0.1333046620211306,0.017770132916567857,0.0008941330487624854,195795.8597769522
2019-06-07,1,0.1341918735771047,0.018007458934133646,0.000887211555974099,196944.8036794049
2019-06-10,1,0.13482129559451012,0.018176781745782272,0.0006294220174054288,197758.81934648842
2019-06-11,1,0.13710178801227077,0.018796900276161634,0.0022804924177606545,200700.5753913157
2019-06-12,1,0.13703461877763412,0.018778486743531515,6.716923463664926e-05,200614.0980735158
2019-06-13,1,0.13529864646067594,0.01830572373409098,0.0017359723169581842,198375.56338349183
2019-06-14,1,0.13691071549368894,0.018744544016993835,0.0016120690330130028,200454.55145243916
2019-06-17,1,0.13660815489461428,0.018661787983710928,0.00030256059907465827,200064.80687161148
2019-06-18,1,0.13683308158888832,0.01872329221711137,0.00022492669427404133,200354.5668303896
2019-06-19,1,0.1381872377773154,0.019095712684524303,0.0013541561884270747,202096.62713758074
2019-06-20,1,0.13680877783591822,0.018716641692957628,0.001378459941397181,200323.26324647723
2019-06-21,1,0.13576966436273444,0.01843340176116956,0.0010391134731837781,198983.6169920859
2019-06-24,1,0.13441906661279165,0.01806848546905412,0.0013505977499427835,197238.73089957377
2019-06-25,0,0.0,0.0,0.13441906661279165,0.0
2019-06-26,0,0.0,0.0,0.0,0.0
2019-06-27,0,0.0,0.0,0.0,0.0
2019-06-28,0,0.0,0.0,0.0,0.0
2019-07-01,0,0.0,0.0,0.0,0.0
2019-07-02,0,0.0,0.0,0.0,0.0
2019-07-03,0,0.0,0.0,0.0,0.0
2019-07-04,0,0.0,0.0,0.0,0.0
2019-07-05,0,0.0,0.0,0.0,0.0
2019-07-08,0,0.0,0.0,0.0,0.0
2019-07-09,0,0.0,0.0,0.0,0.0
2019-07-10,0,0.0,0.0,0.0,0.0
2019-07-11,0,0.0,0.0,0.0,0.0
2019-07-12,0,0.0,0.0,0.0,0.0
2019-07-15,0,0.0,0.0,0.0,0.0
2019-07-16,0,0.0,0.0,0.0,0.0
2019-07-17,0,0.0,0.0,0.0,0.0
2019-07-18,1,0.13715784090328623,0.018812273321251176,0.13715784090328623,252851.4679298654
2019-07-19,1,0.1351709211537358,0.01827117792554946,0.0019869197495504254,249624.72840911977
2019-07-22,1,0.1367196727432102,0.018692268915010496,0.0015487515894744008,252140.85635211368
2019-07-23,1,0.13522973626049148,0.018287081569082084,0.0014899364827187234,249720.4058307271
2019-07-24,0,0.0,0.0,0.13522973626049148,0.0
2019-07-25,0,0.0,0.0,0.0,0.0
2019-07-26,0,0.0,0.0,0.0,0.0
2019-07-29,0,0.0,0.0,0.0,0.0
2019-07-30,0,0.0,0.0,0.0,0.0
2019-07-31,0,0.0,0.0,0.0,0.0
2019-08-01,0,0.0,0.0,0.0,0.0
2019-08-02,0,0.0,0.0,0.0,0.0
2019-08-05,0,0.0,0.0,0.0,0.0
2019-08-06,0,0.0,0.0,0.0,0.0
2019-08-07,0,0.0,0.0,0.0,0.0
2019-08-08,0,0.0,0.0,0.0,0.0
2019-08-09,0,0.0,0.0,0.0,0.0
2019-08-12,0,0.0,0.0,0.0,0.0
2019-08-13,0,0.0,0.0,0.0,0.0
2019-08-14,0,0.0,0.0,0.0,0.0
2019-08-15,0,0.0,0.0,0.0,0.0
2019-08-16,0,0.0,0.0,0.0,0.0
2019-08-19,0,0.0,0.0,0.0,0.0
2019-08-20,0,0.0,0.0,0.0,0.0
2019-08-21,0,0.0,0.0,0.0,0.0
2019-08-22,0,0.0,0.0,0.0,0.0
2019-08-23,0,0.0,0.0,0.0,0.0
2019-08-26,0,0.0,0.0,0.0,0.0
2019-08-27,0,0.0,0.0,0.0,0.0
2019-08-28,0,0.0,0.0,0.0,0.0
2019-08-29,0,0.0,0.0,0.0,0.0
2019-08-30,0,0.0,0.0,0.0,0.0
2019-09-02,0,0.0,0.0,0.0,0.0
2019-09-03,0,0.0,0.0,0.0,0.0
2019-09-04,0,0.0,0.0,0.0,0.0
2019-09-05,0,0.0,0.0,0.0,0.0
2019-09-06,0,0.0,0.0,0.0,0.0
2019-09-09,0,0.0,0.0,0.0,0.0
2019-09-10,0,0.0,0.0,0.0,0.0
2019-09-11,0,0.0,0.0,0.0,0.0
