,gross_leverage,net_leverage,gross_exposure,net_exposure,equity
2018-07-10,0.0,0.0,0.0,0.0,258239.9967368134
2018-07-11,0.0,0.0,0.0,0.0,258239.9967368134
2018-07-12,0.0,0.0,0.0,0.0,258239.9967368134
2018-07-13,0.0,0.0,0.0,0.0,258239.9967368134
2018-07-16,0.15406798400017302,-0.15406798400017302,39786.5156854521,-39786.5156854521,258239.9967368134
2018-07-17,0.15465359045090074,-0.15465359045090074,39917.487441116,-39917.487441116,258109.02498114947
2018-07-18,0.1537393055662873,-0.1537393055662873,39712.94801094833,-39712.94801094833,258313.56441131717
2018-07-19,0.15162874606452106,-0.15162874606452106,39239.54358294453,-39239.54358294453,258786.96883932097
2018-07-20,0.15204958844769495,-0.15204958844769495,39334.07816356742,-39334.07816356742,258692.43425869808
2018-07-23,0.1513372076231123,-0.1513372076231123,39174.01425838802,-39174.01425838802,258852.49816387746
2018-07-24,0.15104269293303926,-0.15104269293303926,39107.78225523173,-39107.78225523173,258918.73016703376
2018-07-25,0.0,0.0,0.0,0.0,338603.94060330075
2018-07-26,0.0,0.0,0.0,0.0,338603.94060330075
2018-07-27,0.0,0.0,0.0,0.0,338603.94060330075
2018-07-30,0.0,0.0,0.0,0.0,338603.94060330075
2018-07-31,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-01,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-02,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-03,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-06,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-07,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-08,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-09,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-10,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-13,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-14,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-15,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-16,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-17,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-20,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-21,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-22,0.0,0.0,0.0,0.0,338603.94060330075
2018-08-23,0.10371501534515033,-0.10371501534515033,35118.31289559971,-35118.31289559971,338603.94060330075
2018-08-24,0.10369901040092719,-0.10369901040092719,35113.40273700391,-35113.40273700391,338608.8507618965
2018-08-27,0.10376260148115726,-0.10376260148115726,35132.911010401214,-35132.911010401214,338589.34248849924
2018-08-28,0.10340494663315995,-0.10340494663315995,35023.16152976789,-35023.16152976789,338699.09196913254
2018-08-29,0.10380243247873124,-0.10380243247873124,35145.12909479966,-35145.12909479966,338577.1244041008
2018-08-30,0.10358156693539201,-0.10358156693539201,35077.36788639944,-35077.36788639944,338644.885612501
2018-08-31,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-03,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-04,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-05,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-06,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-07,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-10,0.0,0.0,0.0,0.0,409110.64400915825
2018-09-11,0.14367929900920975,-0.14367929900920975,58780.73054844221,-58780.73054844221,409110.64400915825
2018-09-12,0.14402752927305462,-0.14402752927305462,58905.25963874792,-58905.25963874792,408986.1149188526
2018-09-13,0.14375338609312338,-0.14375338609312338,58807.23085434837,-58807.23085434837,409084.1437032521
2018-09-14,0.14498216410014464,-0.14498216410014464,59246.25393659763,-59246.25393659763,408645.12062100286
2018-09-17,0.14554323214969297,-0.14554323214969297,59446.4015297653,-59446.4015297653,408444.9730278352
2018-09-18,0.1472237666182946,-0.1472237666182946,60044.7205985235,-60044.7205985235,407846.65395907697
2018-09-19,0.14754496851567606,-0.14754496851567606,60158.87832016972,-60158.87832016972,407732.4962374307
2018-09-20,0.14644118132439787,-0.14644118132439787,59766.315741167775,-59766.315741167775,408125.0588164327
2018-09-21,0.14520325463925282,-0.14520325463925282,59325.14610674824,-59325.14610674824,408566.2284508522
2018-09-24,0.14699581852194415,-0.14699581852194415,59963.66723558041,-59963.66723558041,407927.7073220201
2018-09-25,0.14888801972530044,-0.14888801972530044,60635.51800382296,-60635.51800382296,407255.8565537775
2018-09-26,0.14884062611011298,-0.14884062611011298,60618.71730326478,-60618.71730326478,407272.6572543357
2018-09-27,0.14858453382338283,-0.14858453382338283,60527.91041613759,-60527.91041613759,407363.4641414629
2018-09-28,0.15022772573472137,-0.15022772573472137,61109.86156744071,-61109.86156744071,406781.51299015974
2018-10-01,0.1492220269017505,-0.1492220269017505,60753.88188439266,-60753.88188439266,407137.49267320783
2018-10-02,0.1484409199827251,-0.1484409199827251,60476.96915254184,-60476.96915254184,407414.40540505864
2018-10-03,0.1492377360195748,-0.1492377360195748,60759.447113102644,-60759.447113102644,407131.9274444978
2018-10-04,0.14896914565641167,-0.14896914565641167,60664.27335438074,-60664.27335438074,407227.10120321973
2018-10-05,0.14910088019608336,-0.14910088019608336,60710.95844151572,-60710.95844151572,407180.4161160847
2018-10-08,0.1490699314417795,-0.1490699314417795,60699.99154880458,-60699.99154880458,407191.3830087959
2018-10-09,0.14955479620344853,-0.14955479620344853,60871.73869259302,-60871.73869259302,407019.63586500747
2018-10-10,0.15115378176463892,-0.15115378176463892,61437.10062005979,-61437.10062005979,406454.2739375407
2018-10-11,0.15138775873865606,-0.15138775873865606,61519.69741716004,-61519.69741716004,406371.67714044044
2018-10-12,0.1522031334621686,-0.1522031334621686,61807.27274504174,-61807.27274504174,406084.1018125587
2018-10-15,0.1502012479398923,-0.1502012479398923,61100.49739968268,-61100.49739968268,406790.87715791777
2018-10-16,0.1502889861979352,-0.1502889861979352,61131.52536167992,-61131.52536167992,406759.8491959206
2018-10-17,0.14955467735927472,-0.14955467735927472,60871.69661376606,-60871.69661376606,407019.6779438344
2018-10-18,0.0,0.0,0.0,0.0,524976.3007795005
2018-10-19,0.0,0.0,0.0,0.0,524976.3007795005
2018-10-22,0.10871630965923652,0.10871630965923652,57073.48607930467,57073.48607930467,524976.3007795005
2018-10-23,0.10932782128779536,0.10932782128779536,57433.92072666127,57433.92072666127,525336.7354268571
2018-10-24,0.10863272142566797,0.10863272142566797,57024.25626943584,57024.25626943584,524927.0709696317
2018-10-25,0.1087280200211422,0.1087280200211422,57080.38370720292,57080.38370720292,524983.1984073988
2018-10-26,0.10852419873158418,0.10852419873158418,56960.354927573186,56960.354927573186,524863.169627769
2018-10-29,0.1084114398361999,0.1084114398361999,56893.97566489596,56893.97566489596,524796.7903650918
2018-10-30,0.10907207722431543,0.10907207722431543,57283.120927958385,57283.120927958385,525185.9356281542
2018-10-31,0.10946418388654107,0.10946418388654107,57514.36250245871,57514.36250245871,525417.1772026545
2018-11-01,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-02,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-05,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-06,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-07,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-08,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-09,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-12,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-13,0.0,0.0,0.0,0.0,525926.9522084083
2018-11-14,0.1704101937577326,-0.1704101937577326,89623.31382824862,-89623.31382824862,525926.9522084083
2018-11-15,0.1728353517238683,-0.1728353517238683,90710.81169048393,-90710.81169048393,524839.454346173
2018-11-16,0.17196230383523972,-0.17196230383523972,90319.8349705106,-90319.8349705106,525230.4310661464
2018-11-19,0.17177614217432163,-0.17177614217432163,90236.39090138099,-90236.39090138099,525313.8751352759
2018-11-20,0.17017834572291798,-0.17017834572291798,89519.11165191265,-89519.11165191265,526031.1543847442
2018-11-21,0.16963286361294988,-0.16963286361294988,89273.78630844,-89273.78630844,526276.4797282169
2018-11-22,0.17016826722854847,-0.17016826722854847,89514.58101971545,-89514.58101971545,526035.6850169415
2018-11-23,0.1717769186568296,-0.1717769186568296,90236.73900265244,-90236.73900265244,525313.5270340045
2018-11-26,0.17105915188816231,-0.17105915188816231,89914.76330037603,-89914.76330037603,525635.5027362809
2018-11-27,0.17043448541522022,-0.17043448541522022,89634.22912299237,-89634.22912299237,525916.0369136645
2018-11-28,0.0,0.0,0.0,0.0,706239.2630034557
2018-11-29,0.0,0.0,0.0,0.0,706239.2630034557
2018-11-30,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-03,0.0,0.0,0.0,0.0,706239.2630034557
2018-12-04,0.10458863638152073,0.10458863638152073,73864.60147662161,73864.60147662161,706239.2630034557
2018-12-05,0.10461059225302898,0.10461059225302898,73881.91919154926,73881.91919154926,706256.5807183834
2018-12-06,0.10370118856148267,0.10370118856148267,73165.33635836067,73165.33635836067,705539.9978851948
2018-12-07,0.10295975467686945,0.10295975467686945,72582.18385867144,72582.18385867144,704956.8453855056
2018-12-10,0.10422034853011168,0.10422034853011168,73574.24062691326,73574.24062691326,705948.9021537474
2018-12-11,0.1035756539287381,0.1035756539287381,73066.53303501355,73066.53303501355,705441.1945618477
2018-12-12,0.10304015640553378,0.10304015640553378,72645.37481354809,72645.37481354809,705020.0363403822
2018-12-13,0.10413787017819637,0.10413787017819637,73509.24680694049,73509.24680694049,705883.9083337747
2018-12-14,0.0,0.0,0.0,0.0,707236.3014086473
2018-12-17,0.0,0.0,0.0,0.0,707236.3014086473
2018-12-18,0.0,0.0,0.0,0.0,707236.3014086473
2018-12-19,0.0,0.0,0.0,0.0,707236.3014086473
2018-12-20,0.0,0.0,0.0,0.0,707236.3014086473
2018-12-21,0.0,0.0,0.0,0.0,707236.3014086473
2018-12-24,0.0,0.0,0.0,0.0,707236.3014086473
2018-12-25,0.0,0.0,0.0,0.0,707236.3014086473
2018-12-26,0.10406597099707003,-0.10406597099707003,73599.23243046737,-73599.23243046737,707236.3014086473
2018-12-27,0.10389872249290433,-0.10389872249290433,73492.08110300214,-73492.08110300214,707343.4527361125
2018-12-28,0.10389838554792707,-0.10389838554792707,73491.86519923173,-73491.86519923173,707343.6686398829
2018-12-31,0.1030478227915387,-0.1030478227915387,72946.43084173526,-72946.43084173526,707889.1029973795
2019-01-01,0.10297634874076483,-0.10297634874076483,72900.55886837184,-72900.55886837184,707934.9749707428
2019-01-02,0.10288571824487122,-0.10288571824487122,72842.38375849361,-72842.38375849361,707993.1500806211
2019-01-03,0.1031348921000719,-0.1031348921000719,73002.3038044686,-73002.3038044686,707833.2300346461
2019-01-04,0.10284726572684448,-0.10284726572684448,72817.69845508639,-72817.69845508639,708017.8353840283
2019-01-07,0.1032598127834957,-0.1032598127834957,73082.45084673502,-73082.45084673502,707753.0829923797
2019-01-08,0.10404643678237964,-0.10404643678237964,73586.71909290449,-73586.71909290449,707248.8147462102
2019-01-09,0.10424566987699452,-0.10424566987699452,73714.32418465937,-73714.32418465937,707121.2096544553
2019-01-10,0.10458130022310687,-0.10458130022310687,73929.18508832647,-73929.18508832647,706906.3487507883
2019-01-11,0.10471064512002022,-0.10471064512002022,74011.95312284345,-74011.95312284345,706823.5807162713
2019-01-14,0.10480328850585792,-0.10480328850585792,74071.22388207159,-74071.22388207159,706764.3099570432
2019-01-15,0.1043955066615721,-0.1043955066615721,73810.26152569539,-73810.26152569539,707025.2723134193
2019-01-16,0.10470718924568101,-0.10470718924568101,74009.7419545821,-74009.7419545821,706825.7918845327
2019-01-17,0.10473220984262505,-0.10473220984262505,74025.75054299006,-74025.75054299006,706809.7832961247
2019-01-18,0.10629042632187781,-0.10629042632187781,75021.29622053048,-75021.29622053048,705814.2376185842
2019-01-21,0.10750205529112655,-0.10750205529112655,75793.47083918804,-75793.47083918804,705042.0629999266
2019-01-22,0.10787363561626671,-0.10787363561626671,76029.94163385703,-76029.94163385703,704805.5922052576
2019-01-23,0.10742311972577495,-0.10742311972577495,75743.21643068938,-75743.21643068938,705092.3174084253
2019-01-24,0.10672676299663461,-0.10672676299663461,75299.56963700107,-75299.56963700107,705535.9642021137
2019-01-25,0.10766996765453293,-0.10766996765453293,75900.34859389499,-75900.34859389499,704935.1852452197
2019-01-28,0.10795380488233366,-0.10795380488233366,76080.93992168998,-76080.93992168998,704754.5939174248
2019-01-29,0.10839505152608805,-0.10839505152608805,76361.49927533233,-76361.49927533233,704474.0345637824
2019-01-30,0.10724035283365077,-0.10724035283365077,75626.83019965692,-75626.83019965692,705208.7036394578
2019-01-31,0.10799902408829569,-0.10799902408829569,76109.70207981665,-76109.70207981665,704725.8317592981
2019-02-01,0.1084219239460483,-0.1084219239460483,76378.57844139618,-76378.57844139618,704456.9553977186
2019-02-04,0.10771988092863627,-0.10771988092863627,75932.1126018649,-75932.1126018649,704903.4212372499
2019-02-05,0.10747805417309361,-0.10747805417309361,75778.19126077248,-75778.19126077248,705057.3425783422
2019-02-06,0.10776202957457,-0.10776202957457,75958.9330957309,-75958.9330957309,704876.6007433839
2019-02-07,0.10789519878009456,-0.10789519878009456,76043.65939206038,-76043.65939206038,704791.8744470543
2019-02-08,0.10778134315490337,-0.10778134315490337,75971.22224551455,-75971.22224551455,704864.3115936002
2019-02-11,0.10780272615754176,-0.10780272615754176,75984.8276601598,-75984.8276601598,704850.7061789549
2019-02-12,0.10771774914033169,-0.10771774914033169,75930.7560244602,-75930.7560244602,704904.7778146545
2019-02-13,0.10792264271762464,-0.10792264271762464,76061.11752806036,-76061.11752806036,704774.4163110544
2019-02-14,0.10908074609961786,-0.10908074609961786,76797.04377864448,-76797.04377864448,704038.4900604702
2019-02-15,0.0,0.0,0.0,0.0,852350.0426851477
2019-02-18,0.0,0.0,0.0,0.0,852350.0426851477
2019-02-19,0.0,0.0,0.0,0.0,852350.0426851477
2019-02-20,0.0,0.0,0.0,0.0,852350.0426851477
2019-02-21,0.0,0.0,0.0,0.0,852350.0426851477
2019-02-22,0.16336711617338182,0.16336711617338182,139245.9684437315,139245.9684437315,852350.0426851478
2019-02-25,0.16374579061188463,0.16374579061188463,139631.931432256,139631.931432256,852736.0056736723
2019-02-26,0.0,0.0,0.0,0.0,854303.6048349809
2019-02-27,0.0,0.0,0.0,0.0,854303.6048349809
2019-02-28,0.0,0.0,0.0,0.0,854303.6048349809
2019-03-01,0.0,0.0,0.0,0.0,854303.6048349809
2019-03-04,0.0,0.0,0.0,0.0,854303.6048349809
2019-03-05,0.0,0.0,0.0,0.0,854303.6048349809
2019-03-06,0.0,0.0,0.0,0.0,854303.6048349809
2019-03-07,0.0,0.0,0.0,0.0,854303.6048349809
2019-03-08,0.0,0.0,0.0,0.0,854303.6048349809
2019-03-11,0.182016253966081,-0.182016253966081,155497.1419017824,-155497.1419017824,854303.6048349809
2019-03-12,0.18371738041738717,-0.18371738041738717,156724.8660897288,-156724.8660897288,853075.8806470345
2019-03-13,0.18446604092981972,-0.18446604092981972,157264.06620512233,-157264.06620512233,852536.680531641
2019-03-14,0.1869461632446324,-0.1869461632446324,159045.44038287184,-159045.44038287184,850755.3063538915
2019-03-15,0.18770994263648616,-0.18770994263648616,159592.53470883236,-159592.53470883236,850208.2120279309
2019-03-18,0.18900099095341208,-0.18900099095341208,160515.71298162345,-160515.71298162345,849285.0337551398
2019-03-19,0.1887810405341653,-0.1887810405341653,160358.5767278769,-160358.5767278769,849442.1700088864
2019-03-20,0.18905040346446758,-0.18905040346446758,160551.00610796816,-160551.00610796816,849249.7406287951
2019-03-21,0.18829136140742125,-0.18829136140742125,160008.5328636037,-160008.5328636037,849792.2138731596
2019-03-22,0.18980586170226016,-0.18980586170226016,161090.23081104984,-161090.23081104984,848710.5159257135
2019-03-25,0.1883960365795019,-0.1883960365795019,160083.38345505804,-160083.38345505804,849717.3632817052
2019-03-26,0.1896307729742056,-0.1896307729742056,160965.31840285074,-160965.31840285074,848835.4283339125
2019-03-27,0.18955320933085273,-0.18955320933085273,160909.97092624177,-160909.97092624177,848890.7758105216
2019-03-28,0.1913277474489237,-0.1913277474489237,162174.43323980772,-162174.43323980772,847626.3134969556
2019-03-29,0.1925414348938823,-0.1925414348938823,163037.08956738378,-163037.08956738378,846763.6571693795
2019-04-01,0.19525540128457253,-0.19525540128457253,164959.76492525774,-164959.76492525774,844840.9818115055
2019-04-02,0.19646976950542444,-0.19646976950542444,165817.24420817295,-165817.24420817295,843983.5025285904
2019-04-03,0.1944527264609879,-0.1944527264609879,164392.0299525713,-164392.0299525713,845408.716784192
2019-04-04,0.1945452586171865,-0.1945452586171865,164457.5172088044,-164457.5172088044,845343.2295279589
2019-04-05,0.19310322112178915,-0.19310322112178915,163435.7978706289,-163435.7978706289,846364.9488661344
2019-04-08,0.19257194010687487,-0.19257194010687487,163058.74922987254,-163058.74922987254,846741.9975068907
2019-04-09,0.19485361404230342,-0.19485361404230342,164675.67461976034,-164675.67461976034,845125.0721170029
2019-04-10,0.1959339309577856,-0.1959339309577856,165439.0971529557,-165439.0971529557,844361.6495838076
2019-04-11,0.19514060735331695,-0.19514060735331695,164878.61747114963,-164878.61747114963,844922.1292656136
2019-04-12,0.19391317583121784,-0.19391317583121784,164009.97469529812,-164009.97469529812,845790.7720414652
2019-04-15,0.1941440852846059,-0.1941440852846059,164173.52370689515,-164173.52370689515,845627.2230298681
2019-04-16,0.19264407195923847,-0.19264407195923847,163109.96071047286,-163109.96071047286,846690.7860262904
2019-04-17,0.0,0.0,0.0,0.0,1158210.5515678031
2019-04-18,0.0,0.0,0.0,0.0,1158210.5515678031
2019-04-19,0.0,0.0,0.0,0.0,1158210.5515678031
2019-04-22,0.0,0.0,0.0,0.0,1158210.5515678031
2019-04-23,0.0,0.0,0.0,0.0,1158210.5515678031
2019-04-24,0.0,0.0,0.0,0.0,1158210.5515678031
2019-04-25,0.0,0.0,0.0,0.0,1158210.5515678031
2019-04-26,0.0,0.0,0.0,0.0,1158210.5515678031
2019-04-29,0.11614320582886918,-0.11614320582886918,134518.28648390746,-134518.28648390746,1158210.5515678031
2019-04-30,0.0,0.0,0.0,0.0,1428795.7859599544
2019-05-01,0.0,0.0,0.0,0.0,1428795.7859599544
2019-05-02,0.0,0.0,0.0,0.0,1428795.7859599544
2019-05-03,0.0,0.0,0.0,0.0,1428795.7859599544
2019-05-06,0.0,0.0,0.0,0.0,1428795.7859599544
2019-05-07,0.0,0.0,0.0,0.0,1428795.7859599544
2019-05-08,0.12711353602415912,-0.12711353602415912,181619.2846097874,-181619.2846097874,1428795.7859599544
2019-05-09,0.12673797240625034,-0.12673797240625034,181143.0392645791,-181143.0392645791,1429272.0313051627
2019-05-10,0.12755234609014346,-0.12755234609014346,182175.32972404687,-182175.32972404687,1428239.740845695
2019-05-13,0.12859413134965528,-0.12859413134965528,183493.71254009314,-183493.71254009314,1426921.3580296487
2019-05-14,0.12891346308003435,-0.12891346308003435,183897.34070228305,-183897.34070228305,1426517.7298674588
2019-05-15,0.1292350120452758,-0.1292350120452758,184303.5407359737,-184303.5407359737,1426111.529833768
2019-05-16,0.12958901875640802,-0.12958901875640802,184750.47589911826,-184750.47589911826,1425664.5946706235
2019-05-17,0.12894961792334292,-0.12894961792334292,183943.025225473,-183943.025225473,1426472.045344269
2019-05-20,0.1289372194384568,-0.1289372194384568,183927.35908231622,-183927.35908231622,1426487.7114874255
2019-05-21,0.12892046133977042,-0.12892046133977042,183906.1837890492,-183906.1837890492,1426508.8867806925
2019-05-22,0.129372572333836,-0.129372572333836,184477.24454140398,-184477.24454140398,1425937.8260283377
2019-05-23,0.13037023034012674,-0.13037023034012674,185735.7687403135,-185735.7687403135,1424679.3018294282
2019-05-24,0.12955502106122288,-0.12955502106122288,184707.56580671718,-184707.56580671718,1425707.5047630246
2019-05-27,0.1295623303383228,-0.1295623303383228,184716.7914075856,-184716.7914075856,1425698.2791621562
2019-05-28,0.13098895489548815,-0.13098895489548815,186515.1610268089,-186515.1610268089,1423899.9095429329
2019-05-29,0.13044776104996053,-0.13044776104996053,185833.47904711598,-185833.47904711598,1424581.5915226259
2019-05-30,0.12983980220192023,-0.12983980220192023,185066.92171603805,-185066.92171603805,1425348.1488537036
2019-05-31,0.13013560353251058,-0.13013560353251058,185439.9918836069,-185439.9918836069,1424975.078686135
2019-06-03,0.13100156567542648,-0.13100156567542648,186531.03765241086,-186531.03765241086,1423884.032917331
